uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
38156n,0.26867570903893684,1.1517408052604676,"[0.5, 0.2, 0.3]","[0.14, 0.79, 0.07]","[5.0, 2.0, 3.0]","[14.0, 79.0, 7.0]"
58954c,0.11505462019923049,0.6645574437489677,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.03, 0.43, 0.54]","[2.0, 3.0, 2.0]","[3.0, 43.0, 54.0]"
72740c,0.11035025431804514,7.259069668423031,"[0.2, 0.4, 0.4]","[0.0, 0.44, 0.56]","[1.0, 2.0, 2.0]","[0.0, 44.0, 56.0]"
53499c,0.19296066356914665,0.8270407436337318,"[0.4, 0.4, 0.2]","[0.23, 0.09, 0.68]","[2.0, 2.0, 1.0]","[23.0, 9.0, 68.0]"
125021c,0.07039988848301029,0.39385618976971326,"[0.25, 0.375, 0.375]","[0.04, 0.48, 0.48]","[2.0, 3.0, 3.0]","[4.0, 48.0, 48.0]"
54811c,0.05759947948917035,0.23301642323595123,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.17, 0.61, 0.22]","[3.0, 3.0, 3.0]","[17.0, 61.0, 22.0]"
41975c,0.05509877982855899,0.22969106874668263,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.14, 0.7, 0.16]","[2.0, 3.0, 2.0]","[14.0, 70.0, 16.0]"
101525c,0.10877155882893215,7.253335799856761,"[0.2, 0.6, 0.2]","[0.0, 0.72, 0.28]","[1.0, 3.0, 1.0]","[0.0, 72.0, 28.0]"
135247c,0.26543291465007834,1.3801690107788143,"[0.5, 0.375, 0.125]","[0.05, 0.38, 0.57]","[4.0, 3.0, 1.0]","[5.0, 38.0, 57.0]"
31775c,0.1681265999506097,6.301217449984197,"[0.16666666666666666, 0.5, 0.3333333333333333]","[0.0, 0.26, 0.74]","[1.0, 3.0, 2.0]","[0.0, 26.0, 74.0]"
77299n,0.03384871579311635,0.15931617030886414,"[0.375, 0.375, 0.25]","[0.46, 0.45, 0.09]","[3.0, 3.0, 2.0]","[46.0, 45.0, 9.0]"
98621n,0.08066769245592838,0.39007198050598657,"[0.3, 0.3, 0.4]","[0.07, 0.54, 0.39]","[3.0, 3.0, 4.0]","[7.0, 54.0, 39.0]"
69975n,0.09629547219963566,0.4904883919620179,"[0.375, 0.375, 0.25]","[0.08, 0.59, 0.33]","[3.0, 3.0, 2.0]","[8.0, 59.0, 33.0]"
66185c,0.10627964472420737,0.45428980601697894,"[0.375, 0.375, 0.25]","[0.75, 0.16, 0.09]","[3.0, 3.0, 2.0]","[75.0, 16.0, 9.0]"
71251n,0.20084961039612861,12.403076242341294,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.63, 0.37, 0.0]","[2.0, 2.0, 2.0]","[63.0, 37.0, 0.0]"
77654e,0.18909249080976992,0.9609780490810073,"[0.4, 0.4, 0.2]","[0.87, 0.11, 0.02]","[2.0, 2.0, 1.0]","[87.0, 11.0, 2.0]"
127809n,0.13529137265921162,0.717928011761692,"[0.5555555555555556, 0.3333333333333333, 0.1111111111111111]","[0.92, 0.05, 0.03]","[5.0, 3.0, 1.0]","[92.0, 5.0, 3.0]"
30380c,0.19241609784972274,1.07620316224986,"[0.16666666666666666, 0.5, 0.3333333333333333]","[0.28, 0.06, 0.66]","[1.0, 3.0, 2.0]","[28.0, 6.0, 66.0]"
49462c,0.10792282122729858,0.46784728681150234,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.1, 0.2, 0.7]","[3.0, 3.0, 3.0]","[10.0, 20.0, 70.0]"
116176c,0.1336639417348232,0.6819295991122367,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.69, 0.26, 0.05]","[3.0, 3.0, 3.0]","[69.0, 26.0, 5.0]"
115821n,0.17909587867362714,1.1536970032809404,"[0.25, 0.3333333333333333, 0.4166666666666667]","[0.41, 0.56, 0.03]","[3.0, 4.0, 5.0]","[41.0, 56.0, 3.0]"
93236c,0.09330921766096045,0.5241867201339196,"[0.2, 0.4, 0.4]","[0.02, 0.3, 0.68]","[1.0, 2.0, 2.0]","[2.0, 30.0, 68.0]"
144408n,0.011460850804313106,0.04615424783266589,"[0.2857142857142857, 0.2857142857142857, 0.42857142857142855]","[0.2, 0.39, 0.41]","[2.0, 2.0, 3.0]","[20.0, 39.0, 41.0]"
76037n,0.1438811806543053,0.6964344995724217,"[0.5, 0.3333333333333333, 0.16666666666666666]","[0.11, 0.49, 0.4]","[3.0, 2.0, 1.0]","[11.0, 49.0, 40.0]"
111680e,0.3265378381033695,1.7389631899239408,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.91, 0.07, 0.02]","[2.0, 3.0, 2.0]","[91.0, 7.0, 2.0]"
136360e,0.2856884080100702,1.6652211017279603,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.86, 0.13, 0.01]","[2.0, 3.0, 2.0]","[86.0, 13.0, 1.0]"
16996e,0.05417437140697039,0.2741435903727462,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.63, 0.32, 0.05]","[4.0, 3.0, 2.0]","[63.0, 32.0, 5.0]"
19578n,0.1276846848870482,0.6684953710053445,"[0.25, 0.375, 0.375]","[0.24, 0.7, 0.06]","[2.0, 3.0, 3.0]","[24.0, 70.0, 6.0]"
58016c,0.07850956621339285,0.42304190968898664,"[0.25, 0.375, 0.375]","[0.04, 0.37, 0.59]","[2.0, 3.0, 3.0]","[4.0, 37.0, 59.0]"
65353n,0.3907608343439611,13.403695557736693,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.97, 0.03, 0.0]","[3.0, 3.0, 3.0]","[97.0, 3.0, 0.0]"
143789n,0.2227440121806199,1.1123685603915061,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[0.88, 0.07, 0.05]","[4.0, 3.0, 4.0]","[88.0, 7.0, 5.0]"
122322e,0.09686200092115674,0.4349498240170558,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.79, 0.15, 0.06]","[4.0, 3.0, 2.0]","[79.0, 15.0, 6.0]"
138862c,0.07869191396966567,0.3207873154521975,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.18, 0.66, 0.16]","[2.0, 2.0, 2.0]","[18.0, 66.0, 16.0]"
82230e,0.10943592200853398,0.6747794998335863,"[0.375, 0.375, 0.25]","[0.64, 0.34, 0.02]","[3.0, 3.0, 2.0]","[64.0, 34.0, 2.0]"
106390n,0.16576422505313215,0.800720778432947,"[0.2222222222222222, 0.3333333333333333, 0.4444444444444444]","[0.6, 0.32, 0.08]","[2.0, 3.0, 4.0]","[60.0, 32.0, 8.0]"
123703e,0.005911930788817672,0.023372708905206846,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3, 0.28, 0.42]","[2.0, 2.0, 2.0]","[30.0, 28.0, 42.0]"
121360c,0.24486434690182482,2.03481818646997,"[0.45454545454545453, 0.2727272727272727, 0.2727272727272727]","[0.01, 0.52, 0.47]","[5.0, 3.0, 3.0]","[1.0, 52.0, 47.0]"
91709c,0.021537168479141406,0.09084958670669616,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]","[0.19, 0.49, 0.32]","[3.0, 4.0, 2.0]","[19.0, 49.0, 32.0]"
130680e,0.2453748925506669,10.883674907244824,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.91, 0.09, 0.0]","[3.0, 2.0, 2.0]","[91.0, 9.0, 0.0]"
7856c,0.21429852084240217,0.8800470158869991,"[0.35714285714285715, 0.14285714285714285, 0.5]","[0.08, 0.64, 0.28]","[5.0, 2.0, 7.0]","[8.0, 64.0, 28.0]"
122645n,0.07466385332318443,0.3301860205571656,"[0.25, 0.375, 0.375]","[0.21, 0.66, 0.13]","[2.0, 3.0, 3.0]","[21.0, 66.0, 13.0]"
63013n,0.07489108046274831,0.37674637304848624,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.47, 0.45, 0.08]","[3.0, 3.0, 3.0]","[47.0, 45.0, 8.0]"
124037n,0.1507159269917092,0.732669279441448,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.69, 0.27, 0.04]","[2.0, 3.0, 2.0]","[69.0, 27.0, 4.0]"
135021n,0.02221053202378622,0.08867944556342189,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.5, 0.22]","[3.0, 3.0, 3.0]","[28.0, 50.0, 22.0]"
129081n,0.08521873028859937,0.3517698137326138,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.14, 0.67, 0.19]","[3.0, 3.0, 3.0]","[14.0, 67.0, 19.0]"
89995c,0.028618305271988425,0.1174967414361476,"[0.45454545454545453, 0.2727272727272727, 0.2727272727272727]","[0.65, 0.19, 0.16]","[5.0, 3.0, 3.0]","[65.0, 19.0, 16.0]"
75259c,0.02924054695165042,0.1166454265710801,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.36, 0.47, 0.17]","[3.0, 2.0, 2.0]","[36.0, 47.0, 17.0]"
42860n,0.08700949306588543,0.3927163745969889,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.75, 0.17, 0.08]","[3.0, 2.0, 2.0]","[75.0, 17.0, 8.0]"
129185n,0.17585375174374687,1.0929209624170944,"[0.2222222222222222, 0.4444444444444444, 0.3333333333333333]","[0.56, 0.42, 0.02]","[2.0, 4.0, 3.0]","[56.0, 42.0, 2.0]"
98487c,0.18948299145102235,10.634188257109699,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.0, 0.8, 0.2]","[2.0, 3.0, 2.0]","[0.0, 80.0, 20.0]"
66689c,0.31197379750560356,1.5534045064772455,"[0.25, 0.5, 0.25]","[0.02, 0.11, 0.87]","[1.0, 2.0, 1.0]","[2.0, 11.0, 87.0]"
27335e,0.28553049420295956,1.9831431897519285,"[0.3, 0.3, 0.4]","[0.84, 0.15, 0.01]","[3.0, 3.0, 4.0]","[84.0, 15.0, 1.0]"
21957n,0.10611264227656438,0.45807157132992715,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.24, 0.7, 0.06]","[4.0, 3.0, 2.0]","[24.0, 70.0, 6.0]"
17753n,0.25014532760582275,9.620750507812058,"[0.375, 0.375, 0.25]","[0.88, 0.12, 0.0]","[3.0, 3.0, 2.0]","[88.0, 12.0, 0.0]"
109278n,0.10253762014417006,0.441258229364705,"[0.25, 0.375, 0.375]","[0.13, 0.74, 0.13]","[2.0, 3.0, 3.0]","[13.0, 74.0, 13.0]"
49227n,0.04158544386341558,0.23012681724499623,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.4, 0.57, 0.03]","[2.0, 3.0, 1.0]","[40.0, 57.0, 3.0]"
100349e,0.17464763006088793,1.3491326833634063,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.64, 0.35, 0.01]","[3.0, 3.0, 3.0]","[64.0, 35.0, 1.0]"
56582n,0.12288953715561089,0.5821710401460001,"[0.25, 0.5, 0.25]","[0.6, 0.36, 0.04]","[1.0, 2.0, 1.0]","[60.0, 36.0, 4.0]"
107252c,0.19784915334399758,1.0607758767553326,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.8, 0.17]","[3.0, 3.0, 3.0]","[3.0, 80.0, 17.0]"
141321n,0.1452432354601146,0.5741433966093545,"[0.2, 0.6, 0.2]","[0.12, 0.25, 0.63]","[1.0, 3.0, 1.0]","[12.0, 25.0, 63.0]"
103169n,0.1310060805614969,0.7561912954585083,"[0.375, 0.375, 0.25]","[0.72, 0.26, 0.02]","[3.0, 3.0, 2.0]","[72.0, 26.0, 2.0]"
102075c,0.21526407352767954,12.453262801199678,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.3, 0.7]","[2.0, 2.0, 2.0]","[0.0, 30.0, 70.0]"
46820e,0.06188544010163155,0.28280896458131877,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.34, 0.55, 0.11]","[3.0, 3.0, 3.0]","[34.0, 55.0, 11.0]"
114458e,0.15583692302552637,0.8130861009700716,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.68, 0.29, 0.03]","[2.0, 3.0, 2.0]","[68.0, 29.0, 3.0]"
10229n,0.3640329504344475,2.227186944939477,"[0.6, 0.2, 0.2]","[0.03, 0.79, 0.18]","[6.0, 2.0, 2.0]","[3.0, 79.0, 18.0]"
139409e,0.2565471180903631,1.8695897027762158,"[0.3, 0.3, 0.4]","[0.78, 0.21, 0.01]","[3.0, 3.0, 4.0]","[78.0, 21.0, 1.0]"
100895c,0.14459175035934974,0.9883524808164391,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.02, 0.78, 0.2]","[2.0, 3.0, 1.0]","[2.0, 78.0, 20.0]"
145495c,0.08472944131276117,0.37438532246728745,"[0.375, 0.375, 0.25]","[0.12, 0.36, 0.52]","[3.0, 3.0, 2.0]","[12.0, 36.0, 52.0]"
79013n,0.028693189017479494,0.1173933066037545,"[0.4, 0.4, 0.2]","[0.24, 0.59, 0.17]","[2.0, 2.0, 1.0]","[24.0, 59.0, 17.0]"
17660e,0.14729460516468906,0.8846041072818239,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.62, 0.36, 0.02]","[2.0, 3.0, 2.0]","[62.0, 36.0, 2.0]"
69815n,0.17651963187933067,1.355616804252121,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01, 0.65, 0.34]","[2.0, 2.0, 2.0]","[1.0, 65.0, 34.0]"
