uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
82528c,0.010626005883175636,0.043839557126504974,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.35, 0.23, 0.42]","[0.0, 0.0, 0.0]","[35.0, 23.0, 42.0]"
23583e,0.044202515378668775,0.19380786190302499,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.14, 0.34, 0.52]","[0.0, 0.0, 0.0]","[14.0, 34.0, 52.0]"
84781e,0.060611936088652174,0.2682107472947076,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.57, 0.31, 0.12]","[0.0, 0.0, 0.0]","[57.0, 31.0, 12.0]"
141110n,0.1292060218076836,0.8035221031800271,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.54, 0.43, 0.03]","[0.0, 0.0, 0.0]","[54.0, 43.0, 3.0]"
64123c,0.2426058807472276,1.25259144524458,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.02, 0.24, 0.74]","[1.0, 0.0, 2.0]","[2.0, 24.0, 74.0]"
123038e,0.10928201241696403,0.523348174523578,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.66, 0.27, 0.07]","[0.0, 0.0, 0.0]","[66.0, 27.0, 7.0]"
100895c,0.19986685833960266,1.1897835844511961,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.02, 0.78, 0.2]","[0.0, 0.0, 0.0]","[2.0, 78.0, 20.0]"
113644n,0.11657012301782194,0.5293221438565123,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.08, 0.7, 0.22]","[0.0, 0.0, 0.0]","[8.0, 70.0, 22.0]"
37407n,0.20084961039612856,12.403076242341294,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.63, 0.37]","[0.0, 0.0, 0.0]","[0.0, 63.0, 37.0]"
91797c,0.15161680630874658,1.0121634546375213,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.02, 0.37, 0.61]","[0.0, 0.0, 0.0]","[2.0, 37.0, 61.0]"
97569e,0.40438727204955294,19.168534163492573,"[0.5, 0.0, 0.5]","[0.72, 0.28, 0.0]","[1.0, 0.0, 1.0]","[72.0, 28.0, 0.0]"
53866e,0.16038534920250822,0.8359320276234636,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.74, 0.22, 0.04]","[0.0, 0.0, 0.0]","[74.0, 22.0, 4.0]"
13760n,0.13869464341419024,0.8360797463578924,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.35, 0.62, 0.03]","[0.0, 0.0, 0.0]","[35.0, 62.0, 3.0]"
66689c,0.14022896472696517,0.8075265371772515,"[0.25, 0.25, 0.5]","[0.02, 0.11, 0.87]","[1.0, 1.0, 2.0]","[2.0, 11.0, 87.0]"
53211n,0.06105600054578071,0.26208112586560506,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.59, 0.13]","[0.0, 0.0, 0.0]","[28.0, 59.0, 13.0]"
11534n,0.1147070739400369,0.670800876278818,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.51, 0.45, 0.04]","[0.0, 0.0, 0.0]","[51.0, 45.0, 4.0]"
103354n,0.24158802487532766,12.55037605955077,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.78, 0.22, 0.0]","[0.0, 0.0, 0.0]","[78.0, 22.0, 0.0]"
139409e,0.21572707811953618,1.4996538084643958,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.78, 0.21, 0.01]","[0.0, 0.0, 0.0]","[78.0, 21.0, 1.0]"
12562n,0.1226733278706528,0.6418315212064161,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.65, 0.3, 0.05]","[0.0, 0.0, 0.0]","[65.0, 30.0, 5.0]"
53468n,0.08151571217701463,0.39980038121758454,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.36, 0.56, 0.08]","[0.0, 0.0, 0.0]","[36.0, 56.0, 8.0]"
105769c,0.3033751435580001,1.2401787287025938,"[0.5, 0.0, 0.5]","[0.08, 0.36, 0.56]","[1.0, 0.0, 1.0]","[8.0, 36.0, 56.0]"
16494c,0.08502441288198992,0.25153876692350297,"[0.0, 0.0, 1.0]","[0.08, 0.08, 0.84]","[0.0, 0.0, 2.0]","[8.0, 8.0, 84.0]"
101253c,0.18096013536674563,0.6667580345421553,"[0.0, 0.5, 0.5]","[0.22, 0.16, 0.62]","[0.0, 1.0, 1.0]","[22.0, 16.0, 62.0]"
80630e,0.2619535950686104,1.3719950451435796,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.89, 0.08, 0.03]","[0.0, 0.0, 0.0]","[89.0, 8.0, 3.0]"
80517e,0.1445138079917041,0.8564502511256562,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.65, 0.32, 0.03]","[0.0, 0.0, 0.0]","[65.0, 32.0, 3.0]"
83722e,0.1606166649236276,0.7862993151226292,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.76, 0.19, 0.05]","[0.0, 0.0, 0.0]","[76.0, 19.0, 5.0]"
135251n,0.17691478359271087,1.1021054491735056,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.72, 0.26, 0.02]","[0.0, 0.0, 0.0]","[72.0, 26.0, 2.0]"
58357c,0.8776994414539943,4.643856189667736,"[1.0, 0.0, 0.0]","[0.04, 0.76, 0.2]","[3.0, 0.0, 0.0]","[4.0, 76.0, 20.0]"
92062c,0.11156978194328224,0.561609323605987,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.06, 0.64, 0.3]","[0.0, 0.0, 0.0]","[6.0, 64.0, 30.0]"
45774c,0.10928580718179283,0.5534141108465779,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.06, 0.63, 0.31]","[0.0, 0.0, 0.0]","[6.0, 63.0, 31.0]"
104412e,0.06276448651079408,0.18442457110061097,"[1.0, 0.0, 0.0]","[0.88, 0.0, 0.12]","[2.0, 0.0, 0.0]","[88.0, 0.0, 12.0]"
118403n,0.08510737286259126,0.4371114741113133,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.07, 0.52, 0.41]","[0.0, 0.0, 0.0]","[7.0, 52.0, 41.0]"
136097n,0.0738722503884512,0.3263857296327354,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.61, 0.28, 0.11]","[0.0, 0.0, 0.0]","[61.0, 28.0, 11.0]"
46059c,0.06330974855455511,0.18677296325364362,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.27, 0.12, 0.61]","[1.0, 0.0, 2.0]","[27.0, 12.0, 61.0]"
65353n,0.3907608343439611,13.403695557736693,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.97, 0.03, 0.0]","[0.0, 0.0, 0.0]","[97.0, 3.0, 0.0]"
111680e,0.28889184739514884,1.6205105016125476,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.91, 0.07, 0.02]","[0.0, 0.0, 0.0]","[91.0, 7.0, 2.0]"
116059n,0.08906454572056643,0.4508392858021677,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.56, 0.37, 0.07]","[0.0, 0.0, 0.0]","[56.0, 37.0, 7.0]"
61818n,0.11818737760946459,0.6258243495854635,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.63, 0.32, 0.05]","[0.0, 0.0, 0.0]","[63.0, 32.0, 5.0]"
73840n,0.10792282122729854,0.46784728681150234,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.2, 0.7, 0.1]","[0.0, 0.0, 0.0]","[20.0, 70.0, 10.0]"
132516n,0.17211962197805242,0.7823194440203867,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.07, 0.8, 0.13]","[0.0, 0.0, 0.0]","[7.0, 80.0, 13.0]"
82830n,0.052168417727057485,0.20864476059183074,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.2, 0.2]","[0.0, 0.0, 0.0]","[60.0, 20.0, 20.0]"
135247c,0.2580244610443866,0.8109661755356976,"[0.0, 0.0, 1.0]","[0.05, 0.38, 0.57]","[0.0, 0.0, 1.0]","[5.0, 38.0, 57.0]"
22938e,0.19529542625770435,0.5994620703431499,"[1.0, 0.0, 0.0]","[0.66, 0.31, 0.03]","[1.0, 0.0, 0.0]","[66.0, 31.0, 3.0]"
125021c,0.1141520589255285,0.6689186885651064,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.48, 0.48]","[0.0, 0.0, 0.0]","[4.0, 48.0, 48.0]"
121422c,0.11253216089861688,0.47393118833048087,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.12, 0.72, 0.16]","[0.0, 0.0, 0.0]","[12.0, 72.0, 16.0]"
58557e,0.15391444989332778,0.7008465347986634,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.77, 0.16, 0.07]","[0.0, 0.0, 0.0]","[77.0, 16.0, 7.0]"
137319n,0.2297370192724201,1.555635354235562,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.18, 0.01]","[0.0, 0.0, 0.0]","[81.0, 18.0, 1.0]"
66225n,0.003581621350288667,0.014191888919590806,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.29, 0.4, 0.31]","[0.0, 0.0, 0.0]","[29.0, 40.0, 31.0]"
103431n,0.2404828786567064,1.6005472118953814,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.83, 0.16, 0.01]","[0.0, 0.0, 0.0]","[83.0, 16.0, 1.0]"
83900e,0.08625537121752218,0.41654796614409756,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.59, 0.33, 0.08]","[0.0, 0.0, 0.0]","[59.0, 33.0, 8.0]"
10547c,0.04653012540362907,0.1360615495054136,"[0.0, 0.0, 1.0]","[0.03, 0.06, 0.91]","[0.0, 0.0, 2.0]","[3.0, 6.0, 91.0]"
86331e,0.3119986849036504,12.86072694164333,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.9, 0.1, 0.0]","[0.0, 0.0, 0.0]","[90.0, 10.0, 0.0]"
43891n,0.31127812445913294,0.9999999999606944,"[0.0, 0.0, 1.0]","[0.0, 0.5, 0.5]","[0.0, 0.0, 1.0]","[0.0, 50.0, 50.0]"
75572n,0.07541898571113735,0.3785688227784858,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.49, 0.43, 0.08]","[0.0, 0.0, 0.0]","[49.0, 43.0, 8.0]"
108027n,0.15652660119714634,0.8210981840665776,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.73, 0.23]","[0.0, 0.0, 0.0]","[4.0, 73.0, 23.0]"
28306c,0.26559661323731454,1.1511489220483226,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.14, 0.17, 0.69]","[2.0, 0.0, 1.0]","[14.0, 17.0, 69.0]"
88605e,0.23495661414719168,1.5772220737216482,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.82, 0.17, 0.01]","[0.0, 0.0, 0.0]","[82.0, 17.0, 1.0]"
22235n,0.12781665138193649,0.6604362865802449,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.67, 0.05]","[0.0, 0.0, 0.0]","[28.0, 67.0, 5.0]"
20181n,0.15733804715196642,0.9025160157655754,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.7, 0.27]","[0.0, 0.0, 0.0]","[3.0, 70.0, 27.0]"
17660e,0.1531729819347118,1.0175199184250636,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.62, 0.36, 0.02]","[0.0, 0.0, 0.0]","[62.0, 36.0, 2.0]"
79013n,0.05104683066504633,0.20720422527509133,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.24, 0.59, 0.17]","[0.0, 0.0, 0.0]","[24.0, 59.0, 17.0]"
93955n,0.1970112579260161,1.4288055966712148,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.73, 0.26, 0.01]","[0.0, 0.0, 0.0]","[73.0, 26.0, 1.0]"
19668c,0.05704631834806423,0.2656321977013203,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.38, 0.51]","[0.0, 0.0, 0.0]","[11.0, 38.0, 51.0]"
42388e,0.2549195579421332,12.602728166607717,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.19, 0.0]","[0.0, 0.0, 0.0]","[81.0, 19.0, 0.0]"
21834e,0.12039926623674845,0.6902575195221309,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.58, 0.38, 0.04]","[0.0, 0.0, 0.0]","[58.0, 38.0, 4.0]"
26372n,0.144357284505436,0.9874539821012418,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.44, 0.54, 0.02]","[0.0, 0.0, 0.0]","[44.0, 54.0, 2.0]"
120323n,0.1747202579499576,0.9678227524238313,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.75, 0.22, 0.03]","[0.0, 0.0, 0.0]","[75.0, 22.0, 3.0]"
127809n,0.2945890591003681,1.5820761718146281,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.92, 0.05, 0.03]","[0.0, 0.0, 0.0]","[92.0, 5.0, 3.0]"
31249e,0.2224549471693545,1.0551512705720585,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.86, 0.08, 0.06]","[0.0, 0.0, 0.0]","[86.0, 8.0, 6.0]"
