uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
61216c,0.45914791702724483,25.020839589839824,"[0.25, 0.4166666666666667, 0.3333333333333333]","[0.0, 0.0, 1.0]","[3.0, 5.0, 4.0]","[0.0, 0.0, 4.0]"
32754e,0.29076168001055996,17.170143487554856,"[0.36363636363636365, 0.18181818181818182, 0.45454545454545453]","[0.5, 0.5, 0.0]","[4.0, 2.0, 5.0]","[2.0, 2.0, 0.0]"
88605n,0.2880719635756206,17.16392244840276,"[0.36363636363636365, 0.18181818181818182, 0.45454545454545453]","[0.8, 0.2, 0.0]","[4.0, 2.0, 5.0]","[4.0, 1.0, 0.0]"
112402c,0.07034802181378698,3.974836399889349,"[0.1111111111111111, 0.5555555555555556, 0.3333333333333333]","[0.0, 0.75, 0.25]","[1.0, 5.0, 3.0]","[0.0, 3.0, 1.0]"
138285n,0.12494964762867351,6.668850403958347,"[0.36363636363636365, 0.45454545454545453, 0.18181818181818182]","[0.25, 0.75, 0.0]","[4.0, 5.0, 2.0]","[1.0, 3.0, 0.0]"
134655c,0.42956313049465866,23.872532058257107,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[0.0, 0.0, 1.0]","[2.0, 5.0, 4.0]","[0.0, 0.0, 4.0]"
1073c,0.5229848362894219,27.41874880065523,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[0.0, 1.0, 0.0]","[4.0, 3.0, 4.0]","[0.0, 4.0, 0.0]"
95186n,0.49342260576014463,26.333245402678,"[0.3, 0.3, 0.4]","[0.0, 1.0, 0.0]","[3.0, 3.0, 4.0]","[0.0, 4.0, 0.0]"
105179c,0.46058300308073946,21.41509457306678,"[0.5555555555555556, 0.0, 0.4444444444444444]","[0.0, 0.3333333333333333, 0.6666666666666666]","[5.0, 0.0, 4.0]","[0.0, 1.0, 2.0]"
91709c,0.4003932401279146,21.882643978792835,"[0.5714285714285714, 0.21428571428571427, 0.21428571428571427]","[0.0, 0.25, 0.75]","[8.0, 3.0, 3.0]","[0.0, 1.0, 3.0]"
32754n,0.10803154614560004,7.250699332881259,"[0.8, 0.0, 0.2]","[1.0, 0.0, 0.0]","[4.0, 0.0, 1.0]","[3.0, 0.0, 0.0]"
133005n,0.25022833861450655,12.584035275458941,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.8, 0.2]","[0.0, 0.0, 0.0]","[0.0, 4.0, 1.0]"
26495e,0.04293046286868343,0.1677371029752444,"[0.26666666666666666, 0.4, 0.3333333333333333]","[0.5, 0.25, 0.25]","[4.0, 6.0, 5.0]","[2.0, 1.0, 1.0]"
14459n,0.33247394607357944,19.51876029484676,"[0.3684210526315789, 0.47368421052631576, 0.15789473684210525]","[0.0, 1.0, 0.0]","[7.0, 9.0, 3.0]","[0.0, 4.0, 0.0]"
12562n,0.42956313049465866,23.794827242596156,"[0.2727272727272727, 0.36363636363636365, 0.36363636363636365]","[0.0, 1.0, 0.0]","[3.0, 4.0, 4.0]","[0.0, 3.0, 0.0]"
23583e,0.31127812445913294,18.472420652375092,"[0.16666666666666666, 0.3333333333333333, 0.5]","[0.0, 0.0, 1.0]","[2.0, 4.0, 6.0]","[0.0, 0.0, 2.0]"
17753n,0.16354455317769587,7.45512213111775,"[0.5, 0.3, 0.2]","[0.3333333333333333, 0.6666666666666666, 0.0]","[5.0, 3.0, 2.0]","[1.0, 2.0, 0.0]"
76947n,0.1168649013031927,7.7940369647316095,"[0.21428571428571427, 0.5714285714285714, 0.21428571428571427]","[0.25, 0.75, 0.0]","[3.0, 8.0, 3.0]","[1.0, 3.0, 0.0]"
82830n,0.27921415404804995,15.729616763892547,"[0.25, 0.3333333333333333, 0.4166666666666667]","[0.6666666666666666, 0.3333333333333333, 0.0]","[3.0, 4.0, 5.0]","[2.0, 1.0, 0.0]"
129185n,0.17596389909378388,11.381267130285261,"[0.38461538461538464, 0.3076923076923077, 0.3076923076923077]","[0.5, 0.5, 0.0]","[5.0, 4.0, 4.0]","[2.0, 2.0, 0.0]"
98561e,0.49342260576014463,26.418720699905073,"[0.3, 0.2, 0.5]","[1.0, 0.0, 0.0]","[3.0, 2.0, 5.0]","[2.0, 0.0, 0.0]"
16989c,0.8107003562385242,35.75196102636777,"[0.35714285714285715, 0.07142857142857142, 0.5714285714285714]","[0.0, 1.0, 0.0]","[5.0, 1.0, 8.0]","[0.0, 3.0, 0.0]"
133597n,0.29062855818583755,15.15700195828212,"[0.4, 0.26666666666666666, 0.3333333333333333]","[0.0, 0.75, 0.25]","[6.0, 4.0, 5.0]","[0.0, 3.0, 1.0]"
58954c,0.19087450462110955,12.36941654553447,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.5, 0.5]","[5.0, 5.0, 5.0]","[0.0, 2.0, 2.0]"
17660e,0.22919182675228586,14.540048131223882,"[0.3888888888888889, 0.2222222222222222, 0.3888888888888889]","[0.6666666666666666, 0.3333333333333333, 0.0]","[7.0, 4.0, 7.0]","[2.0, 1.0, 0.0]"
16086n,0.01862176307426532,0.07807190511241671,"[0.4, 0.6, 0.0]","[0.25, 0.75, 0.0]","[2.0, 3.0, 0.0]","[1.0, 3.0, 0.0]"
7856c,0.45914791702724483,25.003883087355753,"[0.3888888888888889, 0.3333333333333333, 0.2777777777777778]","[0.0, 1.0, 0.0]","[7.0, 6.0, 5.0]","[0.0, 1.0, 0.0]"
28601n,0.13261369341538826,8.442181352854522,"[0.3076923076923077, 0.46153846153846156, 0.23076923076923078]","[0.5, 0.5, 0.0]","[4.0, 6.0, 3.0]","[1.0, 1.0, 0.0]"
56163c,0.5918210039183627,29.82842225528529,"[0.2857142857142857, 0.21428571428571427, 0.5]","[0.0, 1.0, 0.0]","[4.0, 3.0, 7.0]","[0.0, 3.0, 0.0]"
46059c,0.35686714873036746,20.615694242570086,"[0.2222222222222222, 0.3333333333333333, 0.4444444444444444]","[0.0, 0.0, 1.0]","[2.0, 3.0, 4.0]","[0.0, 0.0, 3.0]"
45774c,0.7394468924503992,34.20950523347051,"[0.6666666666666666, 0.1111111111111111, 0.2222222222222222]","[0.0, 1.0, 0.0]","[6.0, 1.0, 2.0]","[0.0, 3.0, 0.0]"
67610c,0.0731040079318099,0.3219280948862461,"[0.5, 0.25, 0.25]","[0.2, 0.4, 0.4]","[6.0, 3.0, 3.0]","[1.0, 2.0, 2.0]"
103559e,0.23579009731871403,14.404563485027266,"[0.38461538461538464, 0.38461538461538464, 0.23076923076923078]","[0.75, 0.0, 0.25]","[5.0, 5.0, 3.0]","[3.0, 0.0, 1.0]"
46003n,0.6875981034650653,23.746931688735273,"[0.4, 0.0, 0.6]","[0.25, 0.75, 0.0]","[6.0, 0.0, 9.0]","[1.0, 3.0, 0.0]"
114458e,0.4357852367076836,24.095683451504026,"[0.35714285714285715, 0.21428571428571427, 0.42857142857142855]","[1.0, 0.0, 0.0]","[5.0, 3.0, 6.0]","[1.0, 0.0, 0.0]"
79507e,0.5087256743873155,26.917012677364795,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.0, 1.0, 0.0]","[9.0, 6.0, 6.0]","[0.0, 4.0, 0.0]"
18428n,0.007299156760473896,0.029446844526722887,"[0.5, 0.5, 0.0]","[0.6, 0.4, 0.0]","[3.0, 3.0, 0.0]","[3.0, 2.0, 0.0]"
31249e,0.48534030902224723,26.020935260574042,"[0.3076923076923077, 0.38461538461538464, 0.3076923076923077]","[1.0, 0.0, 0.0]","[4.0, 5.0, 4.0]","[4.0, 0.0, 0.0]"
102563n,0.22295121894960854,13.349072840422442,"[0.35714285714285715, 0.21428571428571427, 0.42857142857142855]","[0.0, 0.5, 0.5]","[5.0, 3.0, 6.0]","[0.0, 1.0, 1.0]"
98710n,0.15563906222956644,9.215784284701114,"[0.25, 0.5, 0.25]","[0.5, 0.5, 0.0]","[2.0, 4.0, 2.0]","[2.0, 2.0, 0.0]"
53499c,0.2762115685491562,16.68423639959823,"[0.2727272727272727, 0.18181818181818182, 0.5454545454545454]","[0.0, 0.0, 1.0]","[3.0, 2.0, 6.0]","[0.0, 0.0, 2.0]"
89995c,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 1.0, 0.0]","[4.0, 4.0, 4.0]","[0.0, 1.0, 0.0]"
65066n,0.6099865470109875,30.36858161611012,"[0.4, 0.2, 0.4]","[0.0, 1.0, 0.0]","[2.0, 1.0, 2.0]","[0.0, 4.0, 0.0]"
142604e,0.092593903166285,0.3950644052558785,"[0.6, 0.4, 0.0]","[0.25, 0.75, 0.0]","[6.0, 4.0, 0.0]","[1.0, 3.0, 0.0]"
133274n,0.3237393237908147,16.3072074064244,"[0.42857142857142855, 0.14285714285714285, 0.42857142857142855]","[0.0, 0.6, 0.4]","[6.0, 2.0, 6.0]","[0.0, 3.0, 2.0]"
84781c,0.49342260576014463,26.333245402678,"[0.4, 0.3, 0.3]","[0.0, 1.0, 0.0]","[4.0, 3.0, 3.0]","[0.0, 3.0, 0.0]"
76219n,0.18159166513097222,11.576338919639674,"[0.5, 0.1875, 0.3125]","[0.8, 0.2, 0.0]","[8.0, 3.0, 5.0]","[4.0, 1.0, 0.0]"
38156n,0.44482259494169923,24.432357917805767,"[0.391304347826087, 0.34782608695652173, 0.2608695652173913]","[0.0, 1.0, 0.0]","[9.0, 8.0, 6.0]","[0.0, 4.0, 0.0]"
23751c,0.6099865470109875,30.519559116542396,"[0.2, 0.2, 0.6]","[0.0, 1.0, 0.0]","[2.0, 2.0, 6.0]","[0.0, 4.0, 0.0]"
142430c,0.16544027797676633,10.85047105151448,"[0.29411764705882354, 0.17647058823529413, 0.5294117647058824]","[0.0, 0.25, 0.75]","[5.0, 3.0, 9.0]","[0.0, 1.0, 3.0]"
11303n,0.5000000000000001,19.431568569325616,"[0.5, 0.0, 0.5]","[0.5, 0.5, 0.0]","[4.0, 0.0, 4.0]","[2.0, 2.0, 0.0]"
80808n,0.4098733378580534,22.982580709647067,"[0.38461538461538464, 0.38461538461538464, 0.23076923076923078]","[1.0, 0.0, 0.0]","[5.0, 5.0, 3.0]","[2.0, 0.0, 0.0]"
82415n,0.22957395851362242,12.495231129227967,"[0.5, 0.16666666666666666, 0.3333333333333333]","[0.5, 0.5, 0.0]","[6.0, 2.0, 4.0]","[2.0, 2.0, 0.0]"
134217e,0.07338204343635435,0.2599512898958861,"[0.5, 0.4166666666666667, 0.08333333333333333]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.0, 5.0, 1.0]","[0.0, 0.0, 0.0]"
130680e,0.38527213936327215,21.900338973252584,"[0.4117647058823529, 0.35294117647058826, 0.23529411764705882]","[1.0, 0.0, 0.0]","[7.0, 6.0, 4.0]","[4.0, 0.0, 0.0]"
33822e,0.0097565340871372,0.0387633952770452,"[0.6153846153846154, 0.38461538461538464, 0.0]","[0.5, 0.5, 0.0]","[8.0, 5.0, 0.0]","[1.0, 1.0, 0.0]"
1735n,1.0,38.90870313576404,"[0.625, 0.375, 0.0]","[0.0, 0.0, 1.0]","[5.0, 3.0, 0.0]","[0.0, 0.0, 4.0]"
133243e,0.20291060207050424,12.409225906420595,"[0.3333333333333333, 0.42857142857142855, 0.23809523809523808]","[0.0, 0.5, 0.5]","[7.0, 9.0, 5.0]","[0.0, 2.0, 2.0]"
34043c,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 1.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 3.0, 0.0]"
74509n,0.5819765115539189,29.569141714744593,"[0.2222222222222222, 0.2222222222222222, 0.5555555555555556]","[1.0, 0.0, 0.0]","[2.0, 2.0, 5.0]","[4.0, 0.0, 0.0]"
102857n,0.45914791702724483,25.020839589839824,"[0.3333333333333333, 0.25, 0.4166666666666667]","[1.0, 0.0, 0.0]","[4.0, 3.0, 5.0]","[2.0, 0.0, 0.0]"
61818n,0.34436093777043364,19.035327944183567,"[0.25, 0.25, 0.5]","[0.25, 0.75, 0.0]","[2.0, 2.0, 4.0]","[1.0, 3.0, 0.0]"
70711c,0.2520736876409131,15.025281761476984,"[0.4, 0.3, 0.3]","[0.0, 0.3333333333333333, 0.6666666666666666]","[8.0, 6.0, 6.0]","[0.0, 1.0, 2.0]"
38475c,0.16161403144571276,10.059552644557254,"[0.2727272727272727, 0.45454545454545453, 0.2727272727272727]","[0.0, 0.5, 0.5]","[3.0, 5.0, 3.0]","[0.0, 1.0, 1.0]"
73518n,0.035612407860006356,0.1508312013725061,"[0.0, 0.5384615384615384, 0.46153846153846156]","[0.0, 0.75, 0.25]","[0.0, 7.0, 6.0]","[0.0, 3.0, 1.0]"
19578n,0.1430493866134538,6.743592709193746,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[0.0, 0.8, 0.2]","[2.0, 5.0, 4.0]","[0.0, 4.0, 1.0]"
80930n,0.21900413230149057,12.03070202725051,"[0.39285714285714285, 0.2857142857142857, 0.32142857142857145]","[0.3333333333333333, 0.6666666666666666, 0.0]","[11.0, 8.0, 9.0]","[1.0, 2.0, 0.0]"
11534n,0.5229848362894219,27.55600107377544,"[0.5454545454545454, 0.2727272727272727, 0.18181818181818182]","[0.0, 1.0, 0.0]","[6.0, 3.0, 2.0]","[0.0, 3.0, 0.0]"
142643c,0.21899525866266337,13.99424242410792,"[0.0, 0.375, 0.625]","[0.0, 0.0, 1.0]","[0.0, 3.0, 5.0]","[0.0, 0.0, 4.0]"
73840n,0.28355527376634426,16.773075168890266,"[0.2777777777777778, 0.2777777777777778, 0.4444444444444444]","[0.3333333333333333, 0.6666666666666666, 0.0]","[5.0, 5.0, 8.0]","[1.0, 2.0, 0.0]"
84055n,0.5918210039183627,29.82842225528529,"[0.2857142857142857, 0.21428571428571427, 0.5]","[0.0, 1.0, 0.0]","[4.0, 3.0, 7.0]","[0.0, 2.0, 0.0]"
117177n,0.7247121248563394,30.25036238491309,"[0.23076923076923078, 0.0, 0.7692307692307693]","[0.3333333333333333, 0.6666666666666666, 0.0]","[3.0, 0.0, 10.0]","[1.0, 2.0, 0.0]"
26372n,0.16011249429901178,10.526347185372321,"[0.2857142857142857, 0.7142857142857143, 0.0]","[0.0, 1.0, 0.0]","[4.0, 10.0, 0.0]","[0.0, 3.0, 0.0]"
23280n,0.5487949406953986,28.33607472960599,"[0.375, 0.25, 0.375]","[0.0, 1.0, 0.0]","[3.0, 2.0, 3.0]","[0.0, 4.0, 0.0]"
3545n,0.19950569390612058,9.382878281789282,"[0.25, 0.3333333333333333, 0.4166666666666667]","[0.0, 0.75, 0.25]","[3.0, 4.0, 5.0]","[0.0, 3.0, 1.0]"
105769c,0.35686714873036746,20.615694242570086,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[0.0, 0.0, 1.0]","[3.0, 2.0, 4.0]","[0.0, 0.0, 4.0]"
141110n,0.49342260576014463,26.333245402678,"[0.4, 0.3, 0.3]","[0.0, 1.0, 0.0]","[4.0, 3.0, 3.0]","[0.0, 3.0, 0.0]"
130928n,0.3599601981241681,17.84664839772267,"[0.3333333333333333, 0.2, 0.4666666666666667]","[0.25, 0.75, 0.0]","[5.0, 3.0, 7.0]","[1.0, 3.0, 0.0]"
49237c,0.48534030902224723,26.020935260574042,"[0.3076923076923077, 0.38461538461538464, 0.3076923076923077]","[0.0, 0.0, 1.0]","[4.0, 5.0, 4.0]","[0.0, 0.0, 4.0]"
125700e,0.45914791702724483,25.04493170242006,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[1.0, 0.0, 0.0]","[3.0, 2.0, 4.0]","[4.0, 0.0, 0.0]"
139836n,0.5487949406953986,28.351173162117586,"[0.25, 0.3125, 0.4375]","[1.0, 0.0, 0.0]","[4.0, 5.0, 7.0]","[3.0, 0.0, 0.0]"
144408n,0.2079847396919381,9.40450616024161,"[0.25, 0.5, 0.25]","[0.0, 0.3333333333333333, 0.6666666666666666]","[2.0, 4.0, 2.0]","[0.0, 1.0, 2.0]"
132516n,0.6548575458269755,31.760133031925022,"[0.5, 0.16666666666666666, 0.3333333333333333]","[0.0, 1.0, 0.0]","[3.0, 1.0, 2.0]","[0.0, 4.0, 0.0]"
15771c,0.5819765115539189,29.474169162270037,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.0, 0.0, 1.0]","[4.0, 3.0, 2.0]","[0.0, 0.0, 4.0]"
85279n,0.634001430417094,31.120375174375248,"[0.45454545454545453, 0.18181818181818182, 0.36363636363636365]","[0.0, 1.0, 0.0]","[5.0, 2.0, 4.0]","[0.0, 4.0, 0.0]"
73191n,0.09455186666333364,5.175886099023898,"[0.42857142857142855, 0.42857142857142855, 0.14285714285714285]","[0.3333333333333333, 0.6666666666666666, 0.0]","[3.0, 3.0, 1.0]","[1.0, 2.0, 0.0]"
73444n,0.007299156760473896,0.02904940554527255,"[0.6, 0.4, 0.0]","[0.5, 0.5, 0.0]","[6.0, 4.0, 0.0]","[1.0, 1.0, 0.0]"
44747n,0.31127812445913294,0.9999999999606944,"[0.0, 1.0, 0.0]","[0.0, 0.5, 0.5]","[0.0, 3.0, 0.0]","[0.0, 2.0, 2.0]"
19c,0.25891441543739047,12.609236679788458,"[0.3333333333333333, 0.2777777777777778, 0.3888888888888889]","[0.0, 0.75, 0.25]","[6.0, 5.0, 7.0]","[0.0, 3.0, 1.0]"
45306n,0.7880764030341532,35.35248716829788,"[0.6666666666666666, 0.08333333333333333, 0.25]","[0.0, 1.0, 0.0]","[8.0, 1.0, 3.0]","[0.0, 4.0, 0.0]"
58357c,1.0,39.8631371386498,"[1.0, 0.0, 0.0]","[0.0, 1.0, 0.0]","[10.0, 0.0, 0.0]","[0.0, 2.0, 0.0]"
11971n,0.25192357407447924,15.023326760611473,"[0.2, 0.4, 0.4]","[0.5, 0.5, 0.0]","[3.0, 6.0, 6.0]","[2.0, 2.0, 0.0]"
77299n,0.19087450462110955,0.584962500682742,"[0.0, 1.0, 0.0]","[0.3333333333333333, 0.6666666666666666, 0.0]","[0.0, 4.0, 0.0]","[1.0, 2.0, 0.0]"
11362e,0.1262720113614048,8.419835656281249,"[0.23076923076923078, 0.3076923076923077, 0.46153846153846156]","[0.0, 0.4, 0.6]","[3.0, 4.0, 6.0]","[0.0, 2.0, 3.0]"
20181n,0.6263832733354796,31.059364922305093,"[0.625, 0.1875, 0.1875]","[0.0, 1.0, 0.0]","[10.0, 3.0, 3.0]","[0.0, 4.0, 0.0]"
103364n,0.11970195431058928,0.37689252897377684,"[0.625, 0.375, 0.0]","[0.6, 0.2, 0.2]","[5.0, 3.0, 0.0]","[3.0, 1.0, 1.0]"
38477c,0.9999999999999998,38.87790900265482,"[0.42857142857142855, 0.5714285714285714, 0.0]","[0.0, 0.0, 1.0]","[3.0, 4.0, 0.0]","[0.0, 0.0, 3.0]"
50484c,1.0,39.8631371386498,"[0.0, 1.0, 0.0]","[0.0, 0.0, 1.0]","[0.0, 6.0, 0.0]","[0.0, 0.0, 4.0]"
6105e,0.1751962069301307,11.098815510827754,"[0.5, 0.3, 0.2]","[0.8, 0.0, 0.2]","[5.0, 3.0, 2.0]","[4.0, 0.0, 1.0]"
108027n,0.634001430417094,31.120375174375248,"[0.45454545454545453, 0.18181818181818182, 0.36363636363636365]","[0.0, 1.0, 0.0]","[5.0, 2.0, 4.0]","[0.0, 4.0, 0.0]"
9557e,0.5819765115539189,29.474169162270037,"[0.3333333333333333, 0.4444444444444444, 0.2222222222222222]","[0.0, 0.0, 1.0]","[3.0, 4.0, 2.0]","[0.0, 0.0, 2.0]"
19668c,0.48034295612758887,25.928689781436766,"[0.5, 0.1875, 0.3125]","[0.0, 0.0, 1.0]","[8.0, 3.0, 5.0]","[0.0, 0.0, 3.0]"
83247e,0.23222343894474612,11.750712383164961,"[0.25, 0.4375, 0.3125]","[0.6666666666666666, 0.3333333333333333, 0.0]","[4.0, 7.0, 5.0]","[2.0, 1.0, 0.0]"
9393n,0.39581560200335836,22.39595418838016,"[0.2, 0.4, 0.4]","[0.0, 1.0, 0.0]","[2.0, 4.0, 4.0]","[0.0, 3.0, 0.0]"
57454c,0.3112781244591328,18.525929507172524,"[0.125, 0.5, 0.375]","[0.0, 1.0, 0.0]","[1.0, 4.0, 3.0]","[0.0, 2.0, 0.0]"
23901e,0.16618856329603307,10.547096760761711,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.5, 0.5, 0.0]","[2.0, 3.0, 2.0]","[2.0, 2.0, 0.0]"
111693e,0.256997306875454,13.311047146939034,"[0.35294117647058826, 0.23529411764705882, 0.4117647058823529]","[0.0, 0.6666666666666666, 0.3333333333333333]","[6.0, 4.0, 7.0]","[0.0, 2.0, 1.0]"
87332c,0.39581560200335836,22.352286052910067,"[0.26666666666666666, 0.4, 0.3333333333333333]","[0.0, 1.0, 0.0]","[4.0, 6.0, 5.0]","[0.0, 3.0, 0.0]"
21340n,0.48534030902224723,26.020935260574042,"[0.38461538461538464, 0.3076923076923077, 0.3076923076923077]","[0.0, 1.0, 0.0]","[5.0, 4.0, 4.0]","[0.0, 3.0, 0.0]"
19921n,0.22460175271458138,14.012398302573555,"[0.25, 0.375, 0.375]","[0.5, 0.5, 0.0]","[4.0, 6.0, 6.0]","[1.0, 1.0, 0.0]"
83900e,0.013813893082605366,0.05446944396350378,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.0, 2.0, 4.0]","[1.0, 1.0, 1.0]"
72721e,0.4098733378580534,22.982580709647063,"[0.23076923076923078, 0.38461538461538464, 0.38461538461538464]","[0.0, 0.0, 1.0]","[3.0, 5.0, 5.0]","[0.0, 0.0, 2.0]"
131623c,0.2762115685491562,17.125577578857694,"[0.0, 0.5454545454545454, 0.45454545454545453]","[0.0, 1.0, 0.0]","[0.0, 6.0, 5.0]","[0.0, 3.0, 0.0]"
54458n,0.0,0.0,"[1.0, 0.0, 0.0]","[1.0, 0.0, 0.0]","[5.0, 0.0, 0.0]","[4.0, 0.0, 0.0]"
63218n,0.5487949406953986,29.086074729567102,"[0.75, 0.25, 0.0]","[0.0, 1.0, 0.0]","[6.0, 2.0, 0.0]","[0.0, 4.0, 0.0]"
91650n,0.39581560200335836,22.39595418838016,"[0.4, 0.2, 0.4]","[1.0, 0.0, 0.0]","[4.0, 2.0, 4.0]","[3.0, 0.0, 0.0]"
24163e,0.015172243707189854,0.0634018563716155,"[0.38461538461538464, 0.6153846153846154, 0.0]","[0.25, 0.75, 0.0]","[5.0, 8.0, 0.0]","[1.0, 3.0, 0.0]"
42388e,0.04879494069539854,0.18872187554045222,"[0.75, 0.25, 0.0]","[0.5, 0.5, 0.0]","[6.0, 2.0, 0.0]","[2.0, 2.0, 0.0]"
112349c,0.2883753130167115,17.37984287215065,"[0.35294117647058826, 0.11764705882352941, 0.5294117647058824]","[0.0, 0.0, 1.0]","[6.0, 2.0, 9.0]","[0.0, 0.0, 3.0]"
38527n,0.0,0.0,"[0.75, 0.25, 0.0]","[0.75, 0.25, 0.0]","[6.0, 2.0, 0.0]","[3.0, 1.0, 0.0]"
15537n,0.5087256743873158,26.89626310197534,"[0.35714285714285715, 0.2857142857142857, 0.35714285714285715]","[0.0, 1.0, 0.0]","[5.0, 4.0, 5.0]","[0.0, 3.0, 0.0]"
126486n,0.17044590404075796,10.867189434758146,"[0.5294117647058824, 0.17647058823529413, 0.29411764705882354]","[0.6666666666666666, 0.3333333333333333, 0.0]","[9.0, 3.0, 5.0]","[2.0, 1.0, 0.0]"
