id,llm_error,varierr_error
133597n,"[""n""]",[]
80517e,"[""c"", ""n""]",[]
93236c,[],[]
142643c,[],[]
31113e,"[""n""]",[]
34776c,[],"[""contradiction""]"
121422c,"[""c""]",[]
104805e,"[""c"", ""n""]",[]
115821n,"[""c"", ""n""]",[]
80630e,"[""n""]","[""contradiction""]"
138862c,"[""c""]",[]
105179c,"[""e""]",[]
109876n,"[""c"", ""n""]",[]
65353n,"[""c"", ""n""]",[]
16494c,[],[]
60732n,"[""c"", ""n""]",[]
88646c,[],[]
53074n,"[""c""]",[]
61818n,[],[]
46003n,"[""c""]",[]
6386n,"[""c"", ""n""]",[]
98739n,"[""c""]",[]
108624c,[],[]
106013c,[],"[""entailment""]"
37407n,[],[]
70590c,[],[]
23901e,[],[]
23280n,[],[]
135247c,"[""e""]",[]
58357c,"[""c"", ""n""]",[]
19803e,"[""c"", ""n""]",[]
144753n,"[""c"", ""n""]",[]
15100e,"[""c""]",[]
28507n,"[""c"", ""n""]",[]
123748n,"[""c"", ""n""]",[]
111338c,"[""n""]",[]
52171c,"[""e""]",[]
90548e,"[""c"", ""n""]",[]
81842c,"[""c"", ""n""]",[]
91601n,[],[]
118415n,"[""c""]",[]
113644n,[],[]
47260n,[],[]
129081e,"[""n""]",[]
18189e,[],[]
91797c,[],[]
917c,"[""e""]",[]
89995c,"[""c""]","[""entailment""]"
33822e,"[""c"", ""n""]",[]
42983e,"[""c"", ""n""]",[]
6105e,"[""c"", ""n""]",[]
26143n,[],[]
100768n,"[""c"", ""n""]",[]
82510e,"[""e"", ""c""]",[]
102563n,"[""e""]",[]
48553c,[],[]
54458n,"[""c"", ""n""]",[]
17576n,[],"[""contradiction"", ""entailment""]"
103431n,"[""c""]",[]
64123c,"[""c"", ""n""]","[""contradiction""]"
56163c,"[""e"", ""c""]",[]
11297c,"[""e""]","[""neutral""]"
32889n,[],[]
19c,[],[]
32754e,"[""c"", ""n""]",[]
12815n,"[""c"", ""n""]",[]
135898c,"[""n""]","[""contradiction""]"
82830n,"[""c""]",[]
74509n,"[""c""]",[]
98944c,"[""c"", ""n""]",[]
19208c,[],[]
117576e,"[""c"", ""n""]",[]
50484c,"[""n""]",[]
98445c,[],"[""contradiction""]"
7856c,"[""c""]",[]
8257n,"[""c"", ""n""]",[]
141110n,"[""c"", ""n""]","[""entailment""]"
84055n,[],"[""contradiction"", ""entailment""]"
143789n,"[""c""]",[]
13911n,"[""n""]","[""contradiction""]"
122062n,[],[]
49396e,"[""c"", ""n""]",[]
73444n,"[""c""]",[]
79106e,"[""c"", ""n""]",[]
82230e,"[""c"", ""n""]",[]
14280n,"[""c""]",[]
19668c,"[""n""]","[""neutral""]"
12562n,"[""c""]","[""entailment""]"
111693e,[],"[""entailment""]"
124839c,"[""e""]",[]
72870n,[],[]
129601n,"[""c""]",[]
26372n,"[""c""]","[""entailment""]"
74534n,"[""c""]",[]
63469c,[],[]
141321n,"[""e""]",[]
68946c,[],[]
41975c,[],[]
100349e,"[""c"", ""n""]",[]
107399c,"[""n""]",[]
131623c,"[""e""]","[""contradiction""]"
58954c,"[""n""]",[]
74377e,"[""c"", ""n""]",[]
130680e,"[""c"", ""n""]",[]
49227n,"[""c""]",[]
124853e,"[""c""]","[""contradiction""]"
117892n,"[""c"", ""n""]",[]
111243n,"[""n""]",[]
77654e,"[""c"", ""n""]",[]
110061n,[],[]
29844c,[],[]
27335e,"[""c"", ""n""]",[]
87332c,[],"[""entailment""]"
53499c,"[""n""]","[""entailment""]"
65199n,[],[]
88050c,"[""e""]",[]
34094e,"[""c"", ""n""]",[]
72875e,"[""c"", ""n""]",[]
19921n,"[""c""]",[]
23583e,"[""e""]",[]
91106n,"[""c""]",[]
9557e,"[""c"", ""n""]","[""entailment""]"
15537n,"[""c"", ""n""]","[""entailment""]"
3476n,"[""c""]",[]
56124n,[],"[""entailment""]"
5193n,"[""c"", ""n""]",[]
106390n,"[""c""]",[]
54327n,"[""e"", ""c""]",[]
2870n,"[""c""]",[]
63218n,[],[]
144753c,"[""c"", ""n""]",[]
73191n,"[""c"", ""n""]","[""contradiction""]"
62273n,"[""c""]",[]
58016c,"[""n""]",[]
45605n,"[""c""]",[]
82174e,"[""c"", ""n""]",[]
123703e,"[""e""]",[]
127410n,"[""e""]",[]
55572n,"[""e""]",[]
45774c,"[""c""]","[""contradiction""]"
130869n,"[""n""]",[]
93955n,"[""c"", ""n""]","[""entailment""]"
72870c,[],"[""contradiction"", ""entailment""]"
77025c,[],[]
69975n,"[""e"", ""c""]",[]
125238c,[],[]
27022c,[],[]
66689c,"[""n""]","[""neutral""]"
112547n,[],"[""entailment""]"
129081n,[],[]
45306n,"[""c""]",[]
76957c,"[""c""]",[]
2262n,"[""c"", ""n""]","[""entailment""]"
40710n,"[""c"", ""n""]",[]
21957n,[],[]
14126e,"[""c""]",[]
79013n,"[""e""]","[""entailment"", ""neutral""]"
38156n,[],[]
25304n,[],"[""neutral""]"
111338e,"[""c"", ""n""]",[]
75259c,"[""c""]","[""contradiction""]"
53211n,"[""c"", ""n""]","[""entailment""]"
123267e,"[""c"", ""n""]",[]
80808n,"[""c""]","[""neutral""]"
72740c,[],[]
71251n,"[""c"", ""n""]",[]
117680c,"[""e""]",[]
80930n,[],[]
98844n,[],[]
127073c,"[""c""]","[""contradiction""]"
61216c,[],[]
102857n,"[""c"", ""n""]","[""contradiction""]"
133243e,"[""c""]",[]
144408n,[],[]
104412e,"[""c"", ""n""]","[""contradiction""]"
129601e,"[""c"", ""n""]",[]
62238e,"[""c""]","[""entailment""]"
51353e,"[""c"", ""n""]",[]
108027n,"[""e""]",[]
95883e,"[""e""]",[]
26495e,"[""c"", ""n""]",[]
67836n,[],[]
21340n,"[""e""]","[""contradiction""]"
114971e,"[""n""]",[]
103354n,"[""c"", ""n""]","[""contradiction""]"
11971n,[],[]
83722e,"[""c"", ""n""]",[]
38527n,"[""c""]",[]
59934n,"[""c""]","[""entailment""]"
10916n,"[""c"", ""n""]",[]
34043c,"[""c""]","[""contradiction""]"
117089n,"[""c"", ""n""]",[]
121910c,[],[]
113668n,"[""c"", ""n""]","[""contradiction"", ""entailment""]"
128176e,"[""c""]","[""entailment""]"
122322e,"[""c"", ""n""]",[]
53619c,[],"[""entailment""]"
27287c,"[""c"", ""n""]",[]
125700e,"[""c""]",[]
96946n,"[""n""]",[]
17660e,"[""c"", ""n""]",[]
107252c,[],[]
113967e,"[""c""]",[]
129464c,"[""c"", ""n""]",[]
82528c,"[""e""]","[""entailment""]"
134356n,"[""c""]",[]
102075c,[],[]
96956c,"[""c"", ""n""]",[]
24163e,"[""n""]",[]
31775c,"[""e""]",[]
8487n,"[""c""]","[""neutral""]"
46576e,"[""c""]",[]
83247e,"[""c""]",[]
80109n,[],"[""neutral""]"
52854n,"[""c"", ""n""]",[]
133274n,[],[]
120070n,"[""c""]",[]
129185n,"[""c""]",[]
49172n,"[""c"", ""n""]",[]
140782c,"[""e"", ""c""]",[]
45443c,"[""n""]",[]
22938e,"[""c""]",[]
67571c,[],[]
5087e,"[""c""]",[]
23769n,"[""e"", ""c""]",[]
13760n,"[""c"", ""n""]",[]
2133n,[],[]
117093n,"[""c"", ""n""]",[]
112402c,"[""c""]",[]
32754n,"[""c"", ""n""]","[""contradiction""]"
120896n,"[""c"", ""n""]","[""neutral""]"
25437n,"[""c"", ""n""]",[]
56895c,"[""c"", ""n""]",[]
43094c,"[""n""]",[]
21834e,"[""c"", ""n""]","[""neutral""]"
139836n,"[""c"", ""n""]","[""neutral""]"
57454e,"[""e"", ""c""]",[]
34573n,"[""n""]","[""contradiction""]"
52278e,"[""c"", ""n""]",[]
11618c,"[""n""]",[]
118460n,"[""n""]","[""contradiction"", ""entailment""]"
54383c,"[""c""]",[]
123751n,"[""c"", ""n""]",[]
43891n,[],[]
113039e,"[""c"", ""n""]",[]
83900e,"[""c""]",[]
10119e,"[""c"", ""n""]","[""entailment""]"
21810n,"[""n""]",[]
35700c,"[""n""]",[]
109278n,[],"[""neutral""]"
138530e,"[""c"", ""n""]","[""contradiction""]"
13387e,"[""c"", ""n""]",[]
58557e,"[""c""]",[]
36811c,"[""e"", ""c""]",[]
73840n,"[""c"", ""n""]",[]
31249e,"[""c"", ""n""]",[]
91913n,"[""c""]","[""contradiction""]"
100895c,"[""c""]",[]
837n,"[""c"", ""n""]",[]
140005c,"[""n""]",[]
38475c,[],[]
141293e,"[""c"", ""n""]",[]
30139n,"[""c"", ""n""]",[]
30380c,"[""e""]","[""entailment""]"
22436n,"[""n""]",[]
76037n,"[""c"", ""n""]","[""contradiction""]"
28456n,"[""e""]",[]
46198c,"[""e""]",[]
100136e,"[""c"", ""n""]",[]
24103n,"[""c""]",[]
142729c,"[""c""]",[]
96516e,"[""c"", ""n""]",[]
52761e,"[""c""]",[]
21297n,[],[]
98487c,"[""c""]",[]
17179n,"[""c"", ""n""]",[]
132539e,[],[]
23642n,"[""c""]",[]
84781e,"[""c""]",[]
15771c,"[""e""]",[]
134655c,[],[]
33822n,"[""c""]",[]
125021c,"[""e""]",[]
133005n,[],[]
65650e,"[""c"", ""n""]",[]
3545n,"[""e"", ""c""]",[]
105196n,"[""c"", ""n""]",[]
144753e,"[""c""]",[]
114458e,"[""c""]","[""neutral""]"
49237c,"[""n""]",[]
70047c,"[""c"", ""n""]",[]
137319n,"[""c""]",[]
63013n,"[""c""]",[]
79507e,"[""c""]",[]
121910e,"[""n""]","[""contradiction""]"
120323n,"[""c""]",[]
50480n,"[""c""]","[""entailment""]"
123027n,"[""c"", ""n""]",[]
85279n,"[""c""]",[]
121360c,[],"[""contradiction""]"
56582n,"[""c""]",[]
46650n,[],[]
81579e,"[""n""]","[""contradiction""]"
23414c,"[""c""]",[]
36715e,"[""c"", ""n""]",[]
114492n,"[""c""]",[]
136097n,"[""c""]",[]
101253c,"[""e""]",[]
97520e,"[""c"", ""n""]",[]
97569e,"[""n""]",[]
23751c,[],[]
103169n,"[""c""]","[""contradiction"", ""neutral""]"
134217e,"[""c"", ""n""]","[""entailment"", ""neutral""]"
11601n,"[""e""]",[]
46059c,[],"[""entailment""]"
82156e,"[""c""]",[]
30894n,"[""c"", ""n""]",[]
122645n,"[""e""]","[""contradiction""]"
26142n,"[""c""]",[]
66225n,"[""c""]",[]
134103n,"[""c"", ""n""]",[]
117177n,"[""c""]",[]
78105e,"[""c""]",[]
23280e,[],[]
9393n,[],"[""contradiction""]"
82510c,"[""c"", ""n""]","[""neutral""]"
14459n,"[""c"", ""n""]",[]
70711c,"[""n""]",[]
77893n,[],"[""contradiction""]"
20181n,"[""c""]",[]
137715n,"[""c""]",[]
109679n,"[""c""]","[""neutral""]"
123891c,"[""n""]",[]
16086n,"[""c""]",[]
91650n,"[""c"", ""n""]",[]
85428e,"[""n""]",[]
118403n,"[""n""]",[]
105561e,[],"[""entailment""]"
11303n,"[""c"", ""n""]",[]
11534n,"[""c"", ""n""]",[]
46198n,"[""n""]",[]
125013e,"[""c"", ""n""]",[]
44747n,"[""c""]",[]
19768c,"[""e""]",[]
53468n,"[""n""]","[""contradiction""]"
136752n,"[""c""]","[""entailment""]"
10724n,[],[]
17753n,"[""c"", ""n""]",[]
130928n,"[""c"", ""n""]",[]
66858n,"[""c""]",[]
28601n,"[""c"", ""n""]",[]
92774n,"[""e""]",[]
142604e,"[""c"", ""n""]","[""contradiction""]"
42860n,"[""c"", ""n""]",[]
77299n,"[""c""]",[]
13765c,"[""n""]","[""contradiction"", ""entailment""]"
139362e,"[""c"", ""n""]","[""entailment""]"
116176c,[],"[""contradiction""]"
110234e,"[""c"", ""n""]","[""contradiction""]"
84781c,[],"[""contradiction""]"
41052n,"[""c""]",[]
128160n,"[""c"", ""n""]",[]
123038e,"[""c"", ""n""]",[]
98621n,"[""c""]",[]
97926c,[],[]
98561e,"[""c"", ""n""]",[]
86429n,"[""c""]",[]
105911c,"[""n""]",[]
126486n,"[""c"", ""n""]",[]
127809n,"[""c"", ""n""]",[]
28306c,"[""e""]","[""entailment""]"
