uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
107468n,0.20873545110053363,0.643856189736168,"[1.0, 0.0, 0.0]","[0.64, 0.36, 0.0]","[1.0, 0.0, 0.0]","[64.0, 36.0, 0.0]"
16494c,0.10285216899790202,0.4885495613549215,"[0.16666666666666666, 0.3333333333333333, 0.5]","[0.08, 0.08, 0.84]","[1.0, 2.0, 3.0]","[8.0, 8.0, 84.0]"
117089n,0.47262797611078294,1.6438561897007986,"[1.0, 0.0, 0.0]","[0.32, 0.67, 0.01]","[1.0, 0.0, 0.0]","[32.0, 67.0, 1.0]"
70590c,0.31925145895127804,1.029146345586962,"[0.0, 1.0, 0.0]","[0.01, 0.49, 0.5]","[0.0, 2.0, 0.0]","[1.0, 49.0, 50.0]"
144753e,0.22245044877074757,0.6896598793150466,"[1.0, 0.0, 0.0]","[0.62, 0.36, 0.02]","[2.0, 0.0, 0.0]","[62.0, 36.0, 2.0]"
92062c,0.4806799431192006,1.8979296415629225,"[0.5, 0.0, 0.5]","[0.06, 0.64, 0.3]","[1.0, 0.0, 1.0]","[6.0, 64.0, 30.0]"
77875e,0.10220681824533452,0.3040061868177201,"[1.0, 0.0, 0.0]","[0.81, 0.15, 0.04]","[1.0, 0.0, 0.0]","[81.0, 15.0, 4.0]"
84781e,0.4829364569902981,1.689659879310472,"[0.0, 1.0, 0.0]","[0.57, 0.31, 0.12]","[0.0, 1.0, 0.0]","[57.0, 31.0, 12.0]"
91797c,0.3877878503030499,2.1784875209248455,"[0.5, 0.0, 0.5]","[0.02, 0.37, 0.61]","[1.0, 0.0, 1.0]","[2.0, 37.0, 61.0]"
25304n,0.16456066475769818,0.566447135210076,"[0.0, 0.5, 0.5]","[0.23, 0.2, 0.57]","[0.0, 1.0, 1.0]","[23.0, 20.0, 57.0]"
38156n,0.6936956313574917,2.8365012676355454,"[1.0, 0.0, 0.0]","[0.14, 0.79, 0.07]","[2.0, 0.0, 0.0]","[14.0, 79.0, 7.0]"
8219n,0.4218759968077511,2.0440200172991947,"[0.5, 0.0, 0.5]","[0.49, 0.48, 0.03]","[1.0, 0.0, 1.0]","[49.0, 48.0, 3.0]"
34573n,0.369267011351765,1.2175914349959622,"[1.0, 0.0, 0.0]","[0.43, 0.2, 0.37]","[1.0, 0.0, 0.0]","[43.0, 20.0, 37.0]"
22436n,0.3521609513007116,1.152003093368989,"[0.0, 1.0, 0.0]","[0.43, 0.45, 0.12]","[0.0, 2.0, 0.0]","[43.0, 45.0, 12.0]"
15537n,0.19529542625770435,0.5994620703419887,"[1.0, 0.0, 0.0]","[0.66, 0.26, 0.08]","[1.0, 0.0, 0.0]","[66.0, 26.0, 8.0]"
48223n,0.09070410686643719,0.2688167583556345,"[1.0, 0.0, 0.0]","[0.83, 0.13, 0.04]","[1.0, 0.0, 0.0]","[83.0, 13.0, 4.0]"
80808n,0.18211882577831906,0.5563933484860435,"[1.0, 0.0, 0.0]","[0.68, 0.32, 0.0]","[1.0, 0.0, 0.0]","[68.0, 32.0, 0.0]"
19578n,0.5605218825340385,2.058893688975907,"[1.0, 0.0, 0.0]","[0.24, 0.7, 0.06]","[2.0, 0.0, 0.0]","[24.0, 70.0, 6.0]"
23901e,0.5847157970241045,2.184424571058929,"[0.0, 1.0, 0.0]","[0.7, 0.22, 0.08]","[0.0, 1.0, 0.0]","[70.0, 22.0, 8.0]"
18428n,0.10220681824533452,0.3040061868185395,"[1.0, 0.0, 0.0]","[0.81, 0.17, 0.02]","[1.0, 0.0, 0.0]","[81.0, 17.0, 2.0]"
69815n,0.3965723926258631,2.632672283157097,"[0.5, 0.5, 0.0]","[0.01, 0.65, 0.34]","[1.0, 1.0, 0.0]","[1.0, 65.0, 34.0]"
50484c,0.043755755743774966,0.1307393347649433,"[0.0, 0.25, 0.75]","[0.08, 0.28, 0.64]","[0.0, 1.0, 3.0]","[8.0, 28.0, 64.0]"
14126e,0.7249070885783732,3.0588936889692007,"[1.0, 0.0, 0.0]","[0.12, 0.68, 0.2]","[2.0, 0.0, 0.0]","[12.0, 68.0, 20.0]"
26142n,0.06276448651079411,0.1844245710662218,"[1.0, 0.0, 0.0]","[0.88, 0.09, 0.03]","[1.0, 0.0, 0.0]","[88.0, 9.0, 3.0]"
10547c,0.20108044958212512,1.0974776192722597,"[0.0, 0.5, 0.5]","[0.03, 0.06, 0.91]","[0.0, 1.0, 1.0]","[3.0, 6.0, 91.0]"
49237c,0.3386269052929384,18.99959934411589,"[0.5, 0.0, 0.5]","[0.0, 0.09, 0.91]","[3.0, 0.0, 3.0]","[0.0, 9.0, 91.0]"
109278n,0.12359616560559099,0.5221160884143697,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.13, 0.74, 0.13]","[1.0, 1.0, 1.0]","[13.0, 74.0, 13.0]"
6386n,0.3868425523929201,1.2863041850835555,"[0.0, 1.0, 0.0]","[0.58, 0.41, 0.01]","[0.0, 1.0, 0.0]","[58.0, 41.0, 1.0]"
91709c,0.6230646394962768,2.3959286762503322,"[1.0, 0.0, 0.0]","[0.19, 0.49, 0.32]","[1.0, 0.0, 0.0]","[19.0, 49.0, 32.0]"
134514c,0.13678090015956604,0.5751566517360072,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.07, 0.13, 0.8]","[1.0, 0.0, 2.0]","[7.0, 13.0, 80.0]"
131235c,0.09940343640702301,0.30764351875150225,"[0.5, 0.0, 0.5]","[0.32, 0.17, 0.51]","[1.0, 0.0, 1.0]","[32.0, 17.0, 51.0]"
72740c,0.26537374235093775,0.8365012676781449,"[0.0, 0.0, 1.0]","[0.0, 0.44, 0.56]","[0.0, 0.0, 2.0]","[0.0, 44.0, 56.0]"
111338c,0.15455222810481292,0.869337457879534,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.03, 0.07, 0.9]","[1.0, 0.0, 2.0]","[3.0, 7.0, 90.0]"
82700c,0.6876468600533243,4.21770637023964,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.01, 0.76, 0.23]","[2.0, 0.0, 1.0]","[1.0, 76.0, 23.0]"
33822e,0.18211882577831906,0.5563933484507474,"[1.0, 0.0, 0.0]","[0.68, 0.27, 0.05]","[1.0, 0.0, 0.0]","[68.0, 27.0, 5.0]"
63218n,0.31369964478178064,1.7466482565432881,"[0.0, 0.5, 0.5]","[0.23, 0.74, 0.03]","[0.0, 1.0, 1.0]","[23.0, 74.0, 3.0]"
19c,0.24356584499804307,0.7612131403381593,"[0.0, 1.0, 0.0]","[0.08, 0.59, 0.33]","[0.0, 3.0, 0.0]","[8.0, 59.0, 33.0]"
108027n,0.15026064197280187,0.4540316308216659,"[0.0, 1.0, 0.0]","[0.04, 0.73, 0.23]","[0.0, 2.0, 0.0]","[4.0, 73.0, 23.0]"
8487n,0.20873545110053368,0.6438561897003113,"[1.0, 0.0, 0.0]","[0.64, 0.28, 0.08]","[1.0, 0.0, 0.0]","[64.0, 28.0, 8.0]"
111243n,0.11983220668354519,0.3584539708415971,"[1.0, 0.0, 0.0]","[0.78, 0.21, 0.01]","[1.0, 0.0, 0.0]","[78.0, 21.0, 1.0]"
53074n,0.175625908817385,0.535331732922481,"[0.0, 1.0, 0.0]","[0.23, 0.69, 0.08]","[0.0, 1.0, 0.0]","[23.0, 69.0, 8.0]"
82174e,0.2956175113869214,0.9434164715602822,"[1.0, 0.0, 0.0]","[0.52, 0.46, 0.02]","[1.0, 0.0, 0.0]","[52.0, 46.0, 2.0]"
14459n,0.45251702029321256,1.5563933484487484,"[1.0, 0.0, 0.0]","[0.34, 0.62, 0.04]","[1.0, 0.0, 0.0]","[34.0, 62.0, 4.0]"
57454c,0.012438608972413957,0.05048954521018334,"[0.0, 0.5, 0.5]","[0.0, 0.63, 0.37]","[0.0, 1.0, 1.0]","[0.0, 63.0, 37.0]"
24385e,0.514957783975427,1.836501267640421,"[1.0, 0.0, 0.0]","[0.28, 0.67, 0.05]","[1.0, 0.0, 0.0]","[28.0, 67.0, 5.0]"
107399c,0.03816841317532412,0.14667947131078984,"[0.0, 0.5, 0.5]","[0.02, 0.68, 0.3]","[0.0, 1.0, 1.0]","[2.0, 68.0, 30.0]"
97926n,0.042166964120757364,0.15736629670649394,"[0.5, 0.5, 0.0]","[0.67, 0.3, 0.03]","[1.0, 1.0, 0.0]","[67.0, 30.0, 3.0]"
31775c,0.5372989064407568,1.9434164715920415,"[0.0, 1.0, 0.0]","[0.0, 0.26, 0.74]","[0.0, 3.0, 0.0]","[0.0, 26.0, 74.0]"
58954c,0.39739458408970046,1.9739311882752195,"[0.5, 0.0, 0.5]","[0.03, 0.43, 0.54]","[3.0, 0.0, 3.0]","[3.0, 43.0, 54.0]"
52542n,0.10115657989975527,0.45633647406646355,"[0.5, 0.5, 0.0]","[0.16, 0.83, 0.01]","[1.0, 1.0, 0.0]","[16.0, 83.0, 1.0]"
103169n,0.15651340636279054,0.47393118826018654,"[1.0, 0.0, 0.0]","[0.72, 0.26, 0.02]","[3.0, 0.0, 0.0]","[72.0, 26.0, 2.0]"
87332c,0.3606570499491029,1.1844245710630248,"[0.0, 1.0, 0.0]","[0.03, 0.44, 0.53]","[0.0, 3.0, 0.0]","[3.0, 44.0, 53.0]"
46198n,0.14406499878168014,0.4344028240736792,"[0.0, 1.0, 0.0]","[0.02, 0.74, 0.24]","[0.0, 3.0, 0.0]","[2.0, 74.0, 24.0]"
88605e,0.09643129419996316,0.28630418508608474,"[1.0, 0.0, 0.0]","[0.82, 0.17, 0.01]","[1.0, 0.0, 0.0]","[82.0, 17.0, 1.0]"
97520e,0.1756259088173849,0.5353317329241466,"[1.0, 0.0, 0.0]","[0.69, 0.29, 0.02]","[1.0, 0.0, 0.0]","[69.0, 29.0, 2.0]"
127809n,0.0412025939812784,0.12029423364736135,"[1.0, 0.0, 0.0]","[0.92, 0.05, 0.03]","[1.0, 0.0, 0.0]","[92.0, 5.0, 3.0]"
123267e,0.3779942988225778,1.2515387669229527,"[1.0, 0.0, 0.0]","[0.42, 0.57, 0.01]","[1.0, 0.0, 0.0]","[42.0, 57.0, 1.0]"
19921n,0.11155389472443611,0.5028911762609968,"[0.5, 0.5, 0.0]","[0.83, 0.15, 0.02]","[1.0, 1.0, 0.0]","[83.0, 15.0, 2.0]"
128542e,0.09643129419996316,0.28630418511922157,"[1.0, 0.0, 0.0]","[0.82, 0.18, 0.0]","[1.0, 0.0, 0.0]","[82.0, 18.0, 0.0]"
140782c,0.4158786860756942,1.5366966293310222,"[0.5, 0.5, 0.0]","[0.09, 0.33, 0.58]","[1.0, 1.0, 0.0]","[9.0, 33.0, 58.0]"
837n,0.2294148959617761,0.7131188521389815,"[1.0, 0.0, 0.0]","[0.61, 0.37, 0.02]","[1.0, 0.0, 0.0]","[61.0, 37.0, 2.0]"
53468n,0.4330398630967479,1.4739311882560762,"[1.0, 0.0, 0.0]","[0.36, 0.56, 0.08]","[1.0, 0.0, 0.0]","[36.0, 56.0, 8.0]"
120896n,0.06276448651079408,0.18442457110061097,"[1.0, 0.0, 0.0]","[0.88, 0.12, 0.0]","[1.0, 0.0, 0.0]","[88.0, 12.0, 0.0]"
1735n,0.19914437341159552,0.655216227985851,"[0.5, 0.0, 0.5]","[0.21, 0.31, 0.48]","[1.0, 0.0, 1.0]","[21.0, 31.0, 48.0]"
74509n,0.0682621955866188,0.20091269385437333,"[1.0, 0.0, 0.0]","[0.87, 0.04, 0.09]","[2.0, 0.0, 0.0]","[87.0, 4.0, 9.0]"
41975c,0.6936956313574917,2.8365012676345276,"[1.0, 0.0, 0.0]","[0.14, 0.7, 0.16]","[1.0, 0.0, 0.0]","[14.0, 70.0, 16.0]"
48300c,0.2523610243653915,0.8094136976023001,"[0.0, 0.5, 0.5]","[0.41, 0.22, 0.37]","[0.0, 1.0, 1.0]","[41.0, 22.0, 37.0]"
11362e,0.11390636976580854,0.3400754415245253,"[1.0, 0.0, 0.0]","[0.79, 0.14, 0.07]","[1.0, 0.0, 0.0]","[79.0, 14.0, 7.0]"
11534n,0.3034009788996592,0.9714308477288843,"[1.0, 0.0, 0.0]","[0.51, 0.45, 0.04]","[1.0, 0.0, 0.0]","[51.0, 45.0, 4.0]"
12601n,0.6936956313574917,2.8365012676357497,"[1.0, 0.0, 0.0]","[0.14, 0.8, 0.06]","[1.0, 0.0, 0.0]","[14.0, 80.0, 6.0]"
21297n,0.5605218825340385,2.0588936889774114,"[1.0, 0.0, 0.0]","[0.24, 0.74, 0.02]","[1.0, 0.0, 0.0]","[24.0, 74.0, 2.0]"
12562n,0.3112151359814971,1.471708235768982,"[0.5, 0.0, 0.5]","[0.65, 0.3, 0.05]","[1.0, 0.0, 1.0]","[65.0, 30.0, 5.0]"
28306c,0.07643165193053852,0.2293190123822259,"[0.0, 0.25, 0.75]","[0.14, 0.17, 0.69]","[0.0, 1.0, 3.0]","[14.0, 17.0, 69.0]"
96583n,1.0,39.86313713861247,"[1.0, 0.0, 0.0]","[0.0, 0.78, 0.22]","[1.0, 0.0, 0.0]","[0.0, 78.0, 22.0]"
119768n,0.31127812445913294,0.9999999999275043,"[0.0, 1.0, 0.0]","[0.49, 0.5, 0.01]","[0.0, 1.0, 0.0]","[49.0, 50.0, 1.0]"
76020e,0.07380424507879536,0.21759143500158618,"[1.0, 0.0, 0.0]","[0.86, 0.02, 0.12]","[2.0, 0.0, 0.0]","[86.0, 2.0, 12.0]"
129081e,0.21555782509150792,0.6665762661997799,"[1.0, 0.0, 0.0]","[0.63, 0.2, 0.17]","[1.0, 0.0, 0.0]","[63.0, 20.0, 17.0]"
133274n,0.0631312677793035,0.24254025586842456,"[0.2, 0.6, 0.2]","[0.17, 0.36, 0.47]","[1.0, 3.0, 1.0]","[17.0, 36.0, 47.0]"
127073c,0.9021547608988222,5.0588936889343445,"[1.0, 0.0, 0.0]","[0.03, 0.47, 0.5]","[1.0, 0.0, 0.0]","[3.0, 47.0, 50.0]"
129185n,0.26537374235093775,0.8365012676439928,"[1.0, 0.0, 0.0]","[0.56, 0.42, 0.02]","[2.0, 0.0, 0.0]","[56.0, 42.0, 2.0]"
13964e,0.15651340636279054,0.4739311882942989,"[1.0, 0.0, 0.0]","[0.72, 0.28, 0.0]","[1.0, 0.0, 0.0]","[72.0, 28.0, 0.0]"
26143n,0.22357790558928106,0.708673829944041,"[0.5, 0.0, 0.5]","[0.24, 0.37, 0.39]","[2.0, 0.0, 2.0]","[24.0, 37.0, 39.0]"
31249e,0.07380424507879536,0.2175914350005862,"[1.0, 0.0, 0.0]","[0.86, 0.08, 0.06]","[1.0, 0.0, 0.0]","[86.0, 8.0, 6.0]"
120323n,0.13792538097002996,0.41503749920629507,"[1.0, 0.0, 0.0]","[0.75, 0.22, 0.03]","[1.0, 0.0, 0.0]","[75.0, 22.0, 3.0]"
113668n,0.19529542625770435,0.599462070377821,"[1.0, 0.0, 0.0]","[0.66, 0.34, 0.0]","[1.0, 0.0, 0.0]","[66.0, 34.0, 0.0]"
2133n,0.14696904273500977,0.6162149719856047,"[0.0, 0.5, 0.5]","[0.1, 0.14, 0.76]","[0.0, 1.0, 1.0]","[10.0, 14.0, 76.0]"
115247c,0.3776994414539944,1.7664124386414275,"[0.5, 0.0, 0.5]","[0.04, 0.42, 0.54]","[2.0, 0.0, 2.0]","[4.0, 42.0, 54.0]"
47408n,0.33549730157687935,1.0892673380224966,"[1.0, 0.0, 0.0]","[0.47, 0.49, 0.04]","[1.0, 0.0, 0.0]","[47.0, 49.0, 4.0]"
48454c,0.39581560200335836,1.321928094810568,"[1.0, 0.0, 0.0]","[0.4, 0.43, 0.17]","[1.0, 0.0, 0.0]","[40.0, 43.0, 17.0]"
113644n,0.09240727098385969,0.3494988719466485,"[0.0, 0.5, 0.5]","[0.08, 0.7, 0.22]","[0.0, 1.0, 1.0]","[8.0, 70.0, 22.0]"
72870n,0.4133655897548624,2.8896288089091864,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.02, 0.91, 0.07]","[2.0, 1.0, 0.0]","[2.0, 91.0, 7.0]"
144753c,0.3895907010560207,1.4182506338160072,"[0.5, 0.0, 0.5]","[0.1, 0.55, 0.35]","[1.0, 0.0, 1.0]","[10.0, 55.0, 35.0]"
103354n,0.5847157970241045,2.184424571094992,"[0.0, 1.0, 0.0]","[0.78, 0.22, 0.0]","[0.0, 1.0, 0.0]","[78.0, 22.0, 0.0]"
70711c,0.011722640381696637,0.0491312800639751,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.22, 0.38, 0.4]","[1.0, 1.0, 1.0]","[22.0, 38.0, 40.0]"
98621n,0.07924155105663482,0.28366304238782625,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.07, 0.54, 0.39]","[0.0, 1.0, 2.0]","[7.0, 54.0, 39.0]"
56163c,0.49596972655292026,3.0899301571038,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.02, 0.38, 0.6]","[2.0, 0.0, 1.0]","[2.0, 38.0, 60.0]"
137319n,0.10220681824533452,0.3040061868194571,"[1.0, 0.0, 0.0]","[0.81, 0.18, 0.01]","[1.0, 0.0, 0.0]","[81.0, 18.0, 1.0]"
105911c,0.3406819526112186,1.1889096478486052,"[0.5, 0.0, 0.5]","[0.37, 0.5, 0.13]","[1.0, 0.0, 1.0]","[37.0, 50.0, 13.0]"
86331e,0.051899160321315606,0.15200309340850054,"[1.0, 0.0, 0.0]","[0.9, 0.1, 0.0]","[2.0, 0.0, 0.0]","[90.0, 10.0, 0.0]"
116059n,0.26537374235093786,0.8365012676423683,"[1.0, 0.0, 0.0]","[0.56, 0.37, 0.07]","[1.0, 0.0, 0.0]","[56.0, 37.0, 7.0]"
129601n,1.0,39.86313713861194,"[1.0, 0.0, 0.0]","[0.0, 0.53, 0.47]","[1.0, 0.0, 0.0]","[0.0, 53.0, 47.0]"
123751n,0.22911872847870385,1.0974776192715225,"[0.5, 0.0, 0.5]","[0.78, 0.15, 0.07]","[1.0, 0.0, 1.0]","[78.0, 15.0, 7.0]"
124839c,0.327323604495017,1.0588936889809537,"[0.0, 1.0, 0.0]","[0.01, 0.48, 0.51]","[0.0, 1.0, 0.0]","[1.0, 48.0, 51.0]"
21340n,0.8549974004848321,4.321928094787983,"[1.0, 0.0, 0.0]","[0.05, 0.84, 0.11]","[1.0, 0.0, 0.0]","[5.0, 84.0, 11.0]"
124590c,0.08340692306263506,0.37362302463636754,"[0.0, 0.3333333333333333, 0.6666666666666666]","[0.04, 0.09, 0.87]","[0.0, 1.0, 2.0]","[4.0, 9.0, 87.0]"
23642n,0.04653012540362907,0.13606154950526161,"[0.0, 1.0, 0.0]","[0.04, 0.91, 0.05]","[0.0, 1.0, 0.0]","[4.0, 91.0, 5.0]"
9557e,0.3437754167980627,1.120294233641452,"[1.0, 0.0, 0.0]","[0.46, 0.38, 0.16]","[1.0, 0.0, 0.0]","[46.0, 38.0, 16.0]"
142643c,0.10805840835945293,0.3310927656781589,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.2, 0.19, 0.61]","[1.0, 0.0, 2.0]","[20.0, 19.0, 61.0]"
49227n,0.39581560200335836,1.3219280948126642,"[1.0, 0.0, 0.0]","[0.4, 0.57, 0.03]","[1.0, 0.0, 0.0]","[40.0, 57.0, 3.0]"
77893n,0.15651340636279054,0.47393118825965813,"[1.0, 0.0, 0.0]","[0.72, 0.25, 0.03]","[3.0, 0.0, 0.0]","[72.0, 25.0, 3.0]"
88646c,0.7090555628019524,2.9434164715513536,"[0.0, 1.0, 0.0]","[0.07, 0.13, 0.8]","[0.0, 2.0, 0.0]","[7.0, 13.0, 80.0]"
45605n,0.327323604495017,1.0588936889799823,"[0.0, 1.0, 0.0]","[0.5, 0.48, 0.02]","[0.0, 2.0, 0.0]","[50.0, 48.0, 2.0]"
23280n,0.5261153465366951,2.058893689006195,"[0.5, 0.0, 0.5]","[0.24, 0.7, 0.06]","[1.0, 0.0, 1.0]","[24.0, 70.0, 6.0]"
132539e,0.018537071612510937,0.07760811401200082,"[0.5, 0.25, 0.25]","[0.5, 0.36, 0.14]","[2.0, 1.0, 1.0]","[50.0, 36.0, 14.0]"
65353n,0.015164781183588648,0.04394334755279244,"[1.0, 0.0, 0.0]","[0.97, 0.03, 0.0]","[1.0, 0.0, 0.0]","[97.0, 3.0, 0.0]"
97926c,0.7412960280881049,3.1844245710522436,"[1.0, 0.0, 0.0]","[0.11, 0.17, 0.72]","[1.0, 0.0, 0.0]","[11.0, 17.0, 72.0]"
26495e,0.15492331919678598,0.6155373321793893,"[0.5, 0.5, 0.0]","[0.71, 0.15, 0.14]","[1.0, 1.0, 0.0]","[71.0, 15.0, 14.0]"
17753n,0.06276448651079408,0.18442457110061097,"[1.0, 0.0, 0.0]","[0.88, 0.12, 0.0]","[1.0, 0.0, 0.0]","[88.0, 12.0, 0.0]"
45957e,0.14126984808966447,0.4307238123856277,"[0.5, 0.5, 0.0]","[0.43, 0.32, 0.25]","[1.0, 1.0, 0.0]","[43.0, 32.0, 25.0]"
115821n,0.46505521159523233,2.1725989370475047,"[0.5, 0.0, 0.5]","[0.41, 0.56, 0.03]","[1.0, 0.0, 1.0]","[41.0, 56.0, 3.0]"
43440n,0.6787881102649856,2.7369655940839372,"[1.0, 0.0, 0.0]","[0.15, 0.64, 0.21]","[1.0, 0.0, 0.0]","[15.0, 64.0, 21.0]"
138862c,0.19529542625770435,0.5994620703415192,"[0.0, 1.0, 0.0]","[0.18, 0.66, 0.16]","[0.0, 1.0, 0.0]","[18.0, 66.0, 16.0]"
98487c,0.10803154614560004,0.3219280948497825,"[0.0, 1.0, 0.0]","[0.0, 0.8, 0.2]","[0.0, 3.0, 0.0]","[0.0, 80.0, 20.0]"
12815n,0.26537374235093775,0.8365012676781449,"[1.0, 0.0, 0.0]","[0.56, 0.44, 0.0]","[1.0, 0.0, 0.0]","[56.0, 44.0, 0.0]"
16989c,0.2669923269741261,0.8771913235821897,"[0.5, 0.0, 0.5]","[0.39, 0.42, 0.19]","[1.0, 0.0, 1.0]","[39.0, 42.0, 19.0]"
11971n,0.387285871614447,1.7936363306525516,"[0.5, 0.0, 0.5]","[0.52, 0.44, 0.04]","[2.0, 0.0, 2.0]","[52.0, 44.0, 4.0]"
28507n,0.13184072559510326,0.3959286762575119,"[1.0, 0.0, 0.0]","[0.76, 0.14, 0.1]","[1.0, 0.0, 0.0]","[76.0, 14.0, 10.0]"
26372n,0.144357284505436,0.9874539821012418,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.44, 0.54, 0.02]","[0.0, 0.0, 0.0]","[44.0, 54.0, 2.0]"
80930n,0.3521609513007116,1.1520030933703278,"[1.0, 0.0, 0.0]","[0.45, 0.51, 0.04]","[1.0, 0.0, 0.0]","[45.0, 51.0, 4.0]"
46576e,0.18211882577831906,0.556393348450373,"[1.0, 0.0, 0.0]","[0.68, 0.25, 0.07]","[3.0, 0.0, 0.0]","[68.0, 25.0, 7.0]"
61216c,0.16666461972818017,0.6114848073607755,"[0.5, 0.0, 0.5]","[0.17, 0.2, 0.63]","[2.0, 0.0, 2.0]","[17.0, 20.0, 63.0]"
139836n,0.19529542625770435,0.599462070377821,"[1.0, 0.0, 0.0]","[0.66, 0.34, 0.0]","[1.0, 0.0, 0.0]","[66.0, 34.0, 0.0]"
65066n,0.1756259088173849,0.5353317329241466,"[0.0, 1.0, 0.0]","[0.02, 0.69, 0.29]","[0.0, 1.0, 0.0]","[2.0, 69.0, 29.0]"
102817c,0.208789830938429,0.668942834356272,"[0.5, 0.0, 0.5]","[0.23, 0.34, 0.43]","[1.0, 0.0, 1.0]","[23.0, 34.0, 43.0]"
95186n,0.01035493196238557,0.03608968986863204,"[0.5, 0.5, 0.0]","[0.58, 0.41, 0.01]","[1.0, 1.0, 0.0]","[58.0, 41.0, 1.0]"
57454e,0.3521609513007116,1.1520030933687717,"[0.0, 1.0, 0.0]","[0.4, 0.45, 0.15]","[0.0, 1.0, 0.0]","[40.0, 45.0, 15.0]"
