uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
88605n,0.16176405821062015,1.02227803039909,"[0.3076923076923077, 0.3076923076923077, 0.38461538461538464]","[0.56, 0.41, 0.03]","[4.0, 4.0, 5.0]","[56, 41, 3]"
112402c,0.11367313665496202,0.41997698343973244,"[0.1, 0.6, 0.3]","[0.43, 0.44, 0.13]","[1.0, 6.0, 3.0]","[43, 44, 13]"
138285n,0.2115535888711634,1.4834876359007134,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.77, 0.22, 0.01]","[5.0, 5.0, 5.0]","[77, 22, 1]"
134655c,0.16793599306494514,0.7248996325317101,"[0.2, 0.5, 0.3]","[0.08, 0.15, 0.77]","[2.0, 5.0, 3.0]","[8, 15, 77]"
1073c,0.19389290405536763,1.0165528095237253,"[0.36363636363636365, 0.36363636363636365, 0.2727272727272727]","[0.04, 0.83, 0.13]","[4.0, 4.0, 3.0]","[4, 83, 13]"
95186n,0.3265710357567603,2.7159950188082838,"[0.2222222222222222, 0.2222222222222222, 0.5555555555555556]","[0.58, 0.41, 0.01]","[2.0, 2.0, 5.0]","[58, 41, 1]"
105179c,0.12923695560603513,0.6849223619185894,"[0.4166666666666667, 0.25, 0.3333333333333333]","[0.07, 0.45, 0.48]","[5.0, 3.0, 4.0]","[7, 45, 48]"
91709c,0.15708252819479251,0.6774201413532218,"[0.6153846153846154, 0.15384615384615385, 0.23076923076923078]","[0.19, 0.49, 0.32]","[8.0, 2.0, 3.0]","[19, 49, 32]"
32754n,0.16769306699148087,0.5724164828019419,"[0.6666666666666666, 0.0, 0.3333333333333333]","[0.64, 0.25, 0.11]","[4.0, 0.0, 2.0]","[64, 25, 11]"
133005n,0.06126650053241801,0.20340564337626943,"[0.0, 0.36363636363636365, 0.6363636363636364]","[0.08, 0.49, 0.43]","[0.0, 4.0, 7.0]","[8, 49, 43]"
26495e,0.14716598929197905,0.6064528486176897,"[0.26666666666666666, 0.4, 0.3333333333333333]","[0.71, 0.15, 0.14]","[4.0, 6.0, 5.0]","[71, 15, 14]"
14459n,0.0707737705639601,0.3634509020696071,"[0.3888888888888889, 0.3888888888888889, 0.2222222222222222]","[0.34, 0.62, 0.04]","[7.0, 7.0, 4.0]","[34, 62, 4]"
12562n,0.1578942923472259,0.7651652873744587,"[0.25, 0.4166666666666667, 0.3333333333333333]","[0.65, 0.3, 0.05]","[3.0, 5.0, 4.0]","[65, 30, 5]"
23583e,0.03485679445716448,0.1484619886087732,"[0.3, 0.2, 0.5]","[0.14, 0.34, 0.52]","[3.0, 2.0, 5.0]","[14, 34, 52]"
17753n,0.2564907083272941,11.701090023507358,"[0.38461538461538464, 0.3076923076923077, 0.3076923076923077]","[0.88, 0.12, 0.0]","[5.0, 4.0, 4.0]","[88, 12, 0]"
76947n,0.06974652034462386,0.2475436229096832,"[0.09090909090909091, 0.7272727272727273, 0.18181818181818182]","[0.34, 0.52, 0.14]","[1.0, 8.0, 2.0]","[34, 52, 14]"
82830n,0.09376048897213932,0.3711023003681233,"[0.25, 0.4166666666666667, 0.3333333333333333]","[0.6, 0.2, 0.2]","[3.0, 5.0, 4.0]","[60, 20, 20]"
129185n,0.2561484788547888,1.8368712541916061,"[0.2777777777777778, 0.2222222222222222, 0.5]","[0.56, 0.42, 0.02]","[5.0, 4.0, 9.0]","[56, 42, 2]"
98561e,0.3625419992428831,21.172151238664778,"[0.3333333333333333, 0.1111111111111111, 0.5555555555555556]","[0.84, 0.16, 0.0]","[3.0, 1.0, 5.0]","[84, 16, 0]"
16989c,0.17141193802393165,0.679850685557172,"[0.35714285714285715, 0.07142857142857142, 0.5714285714285714]","[0.39, 0.42, 0.19]","[5.0, 1.0, 8.0]","[39, 42, 19]"
133597n,0.06851609957321712,0.28246813577928226,"[0.375, 0.25, 0.375]","[0.32, 0.52, 0.16]","[6.0, 4.0, 6.0]","[32, 52, 16]"
58954c,0.1292060218076836,0.8035221031800271,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.43, 0.54]","[5.0, 5.0, 5.0]","[3, 43, 54]"
17660e,0.13032331269723457,0.8877343616550939,"[0.4375, 0.25, 0.3125]","[0.62, 0.36, 0.02]","[7.0, 4.0, 5.0]","[62, 36, 2]"
16086n,0.26158072532514065,0.9238705264396448,"[0.4, 0.6, 0.0]","[0.1, 0.52, 0.38]","[2.0, 3.0, 0.0]","[10, 52, 38]"
7856c,0.11697784133793714,0.562123773703362,"[0.375, 0.3125, 0.3125]","[0.08, 0.64, 0.28]","[6.0, 5.0, 5.0]","[8, 64, 28]"
28601n,0.1301490041867788,0.8557452281256966,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.78, 0.21, 0.01]","[4.0, 3.0, 2.0]","[78, 21, 1]"
56163c,0.10423676810013842,0.691068276243311,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","[0.02, 0.38, 0.6]","[4.0, 4.0, 7.0]","[2, 38, 60]"
46059c,0.229199070843072,0.8860062705921928,"[0.0, 0.5, 0.5]","[0.27, 0.12, 0.61]","[0.0, 3.0, 3.0]","[27, 12, 61]"
45774c,0.5680397064449941,2.655307112125831,"[0.75, 0.0, 0.25]","[0.06, 0.63, 0.31]","[6.0, 0.0, 2.0]","[6, 63, 31]"
67610c,0.01897787283779237,0.07355411950449883,"[0.5833333333333334, 0.16666666666666666, 0.25]","[0.48, 0.12, 0.4]","[7.0, 2.0, 3.0]","[48, 12, 40]"
103559e,0.09974949109575744,0.471851337616379,"[0.38461538461538464, 0.15384615384615385, 0.46153846153846156]","[0.64, 0.23, 0.13]","[5.0, 2.0, 6.0]","[64, 23, 13]"
46003n,0.005777802708676449,0.017580519298721252,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.69, 0.3, 0.01]","[6.0, 3.0, 0.0]","[69, 30, 1]"
114458e,0.17529074348166793,1.0773467663729435,"[0.3333333333333333, 0.2777777777777778, 0.3888888888888889]","[0.68, 0.29, 0.03]","[6.0, 5.0, 7.0]","[68, 29, 3]"
79507e,0.19545586185354336,11.329028973801224,"[0.391304347826087, 0.30434782608695654, 0.30434782608695654]","[0.75, 0.25, 0.0]","[9.0, 7.0, 7.0]","[75, 25, 0]"
18428n,0.25291054558248655,1.5447117420556689,"[0.3, 0.3, 0.4]","[0.81, 0.17, 0.02]","[3.0, 3.0, 4.0]","[81, 17, 2]"
31249e,0.3646436703475438,1.6769028404135544,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[0.86, 0.08, 0.06]","[2.0, 5.0, 4.0]","[86, 8, 6]"
102563n,0.07178565727203289,0.2705420807755512,"[0.4166666666666667, 0.16666666666666666, 0.4166666666666667]","[0.24, 0.45, 0.31]","[5.0, 2.0, 5.0]","[24, 45, 31]"
98710n,0.15555587334443263,0.9801671352783642,"[0.25, 0.375, 0.375]","[0.46, 0.51, 0.03]","[2.0, 3.0, 3.0]","[46, 51, 3]"
53499c,0.011625608695550767,0.04766151215090335,"[0.15384615384615385, 0.15384615384615385, 0.6923076923076923]","[0.23, 0.09, 0.68]","[2.0, 2.0, 9.0]","[23, 9, 68]"
89995c,0.10160380603027178,0.4381402188663883,"[0.3076923076923077, 0.23076923076923078, 0.46153846153846156]","[0.65, 0.19, 0.16]","[4.0, 3.0, 6.0]","[65, 19, 16]"
65066n,0.16810427761101968,1.0700585383994594,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.02, 0.69, 0.29]","[2.0, 2.0, 2.0]","[2, 69, 29]"
142604e,0.25117971649556275,13.301460324552277,"[0.35294117647058826, 0.29411764705882354, 0.35294117647058826]","[0.81, 0.19, 0.0]","[6.0, 5.0, 6.0]","[81, 19, 0]"
133274n,0.06069660709532938,0.2698446013381929,"[0.42857142857142855, 0.21428571428571427, 0.35714285714285715]","[0.17, 0.36, 0.47]","[6.0, 3.0, 5.0]","[17, 36, 47]"
84781c,0.08965437123052662,0.4238817921304425,"[0.4, 0.3, 0.3]","[0.11, 0.54, 0.35]","[4.0, 3.0, 3.0]","[11, 54, 35]"
76219n,0.09165356553724407,0.5056721145996395,"[0.5, 0.1875, 0.3125]","[0.7, 0.25, 0.05]","[8.0, 3.0, 5.0]","[70, 25, 5]"
38156n,0.13649211941676886,0.6145794766719196,"[0.3333333333333333, 0.375, 0.2916666666666667]","[0.14, 0.79, 0.07]","[8.0, 9.0, 7.0]","[14, 79, 7]"
23751c,0.17713283375322597,0.7640556573624153,"[0.14285714285714285, 0.21428571428571427, 0.6428571428571429]","[0.16, 0.65, 0.19]","[2.0, 3.0, 9.0]","[16, 65, 19]"
142430c,0.015476524734723126,0.06073990803165538,"[0.2, 0.26666666666666666, 0.5333333333333333]","[0.14, 0.4, 0.46]","[3.0, 4.0, 8.0]","[14, 40, 46]"
11303n,0.1990087454438654,1.251682270138422,"[0.2727272727272727, 0.36363636363636365, 0.36363636363636365]","[0.67, 0.31, 0.02]","[3.0, 4.0, 4.0]","[67, 31, 2]"
80808n,0.17657052778099255,8.602851393834662,"[0.3076923076923077, 0.46153846153846156, 0.23076923076923078]","[0.68, 0.32, 0.0]","[4.0, 6.0, 3.0]","[68, 32, 0]"
82415n,0.0182995707931385,0.07334189632693985,"[0.4166666666666667, 0.3333333333333333, 0.25]","[0.4, 0.22, 0.38]","[5.0, 4.0, 3.0]","[40, 22, 38]"
134217e,0.02675905832992267,0.12575689117216227,"[0.42857142857142855, 0.35714285714285715, 0.21428571428571427]","[0.5, 0.42, 0.08]","[6.0, 5.0, 3.0]","[50, 42, 8]"
130680e,0.2060963099383419,7.6882767801377145,"[0.4666666666666667, 0.3333333333333333, 0.2]","[0.91, 0.09, 0.0]","[7.0, 5.0, 3.0]","[91, 9, 0]"
33822e,0.03343833683891702,0.10768572033773269,"[0.6153846153846154, 0.38461538461538464, 0.0]","[0.68, 0.27, 0.05]","[8.0, 5.0, 0.0]","[68, 27, 5]"
1735n,0.32003232040471813,1.0864001811778465,"[0.625, 0.375, 0.0]","[0.21, 0.31, 0.48]","[5.0, 3.0, 0.0]","[21, 31, 48]"
133243e,0.45408057445854255,1.568917946909323,"[0.5833333333333334, 0.0, 0.4166666666666667]","[0.22, 0.66, 0.12]","[7.0, 0.0, 5.0]","[22, 66, 12]"
34043c,0.010566510108905724,0.04279427785940357,"[0.0, 0.5, 0.5]","[0.0, 0.62, 0.38]","[0.0, 4.0, 4.0]","[0, 62, 38]"
74509n,0.3398808492307507,1.652190966543583,"[0.2222222222222222, 0.1111111111111111, 0.6666666666666666]","[0.87, 0.04, 0.09]","[2.0, 1.0, 6.0]","[87, 4, 9]"
102857n,0.11260921926503209,0.6061931199009726,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.35, 0.05]","[4.0, 4.0, 4.0]","[60, 35, 5]"
61818n,0.20535622671999004,1.197984250793675,"[0.3333333333333333, 0.16666666666666666, 0.5]","[0.63, 0.32, 0.05]","[2.0, 1.0, 3.0]","[63, 32, 5]"
70711c,0.045163424206954496,0.19121137900564858,"[0.4444444444444444, 0.2222222222222222, 0.3333333333333333]","[0.22, 0.38, 0.4]","[8.0, 4.0, 6.0]","[22, 38, 40]"
38475c,0.1282252939112325,0.850640234284695,"[0.3, 0.4, 0.3]","[0.02, 0.65, 0.33]","[3.0, 4.0, 3.0]","[2, 65, 33]"
73518n,0.12455827522668061,0.7313388381763819,"[0.25, 0.375, 0.375]","[0.02, 0.28, 0.7]","[4.0, 6.0, 6.0]","[2, 28, 70]"
19578n,0.2454808927554385,1.0987506757134788,"[0.0, 0.5555555555555556, 0.4444444444444444]","[0.24, 0.7, 0.06]","[0.0, 5.0, 4.0]","[24, 70, 6]"
80930n,0.12575553858405866,0.7081240883059584,"[0.4074074074074074, 0.25925925925925924, 0.3333333333333333]","[0.45, 0.51, 0.04]","[11.0, 7.0, 9.0]","[45, 51, 4]"
11534n,0.036413094840028686,0.1845445696492717,"[0.5, 0.3333333333333333, 0.16666666666666666]","[0.51, 0.45, 0.04]","[6.0, 4.0, 2.0]","[51, 45, 4]"
142643c,0.11306510391005571,0.34356473454573666,"[0.0, 0.16666666666666666, 0.8333333333333334]","[0.2, 0.19, 0.61]","[0.0, 1.0, 5.0]","[20, 19, 61]"
73840n,0.14158816622673046,0.6364647120451375,"[0.29411764705882354, 0.29411764705882354, 0.4117647058823529]","[0.2, 0.7, 0.1]","[5.0, 5.0, 7.0]","[20, 70, 10]"
84055n,0.08249095586114494,0.3149115103965322,"[0.3333333333333333, 0.2, 0.4666666666666667]","[0.19, 0.52, 0.29]","[5.0, 3.0, 7.0]","[19, 52, 29]"
117177n,0.3602423397420962,2.550931967438959,"[0.23076923076923078, 0.15384615384615385, 0.6153846153846154]","[0.73, 0.25, 0.02]","[3.0, 2.0, 8.0]","[73, 25, 2]"
26372n,0.0792817334291374,0.3089197554742012,"[0.15384615384615385, 0.7692307692307693, 0.07692307692307693]","[0.44, 0.54, 0.02]","[2.0, 10.0, 1.0]","[44, 54, 2]"
23280n,0.128956137506066,0.6258243495866419,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.24, 0.7, 0.06]","[3.0, 3.0, 3.0]","[24, 70, 6]"
3545n,0.12951477118711885,0.6338353594839317,"[0.2, 0.4, 0.4]","[0.15, 0.77, 0.08]","[2.0, 4.0, 4.0]","[15, 77, 8]"
105769c,0.0815157121770146,0.39980038121758454,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.08, 0.36, 0.56]","[3.0, 3.0, 3.0]","[8, 36, 56]"
141110n,0.16998757919669621,1.0845749179575772,"[0.3, 0.3, 0.4]","[0.54, 0.43, 0.03]","[3.0, 3.0, 4.0]","[54, 43, 3]"
130928n,0.29613759588991806,1.6670430195143764,"[0.38461538461538464, 0.07692307692307693, 0.5384615384615384]","[0.51, 0.45, 0.04]","[5.0, 1.0, 7.0]","[51, 45, 4]"
49237c,0.3662667663555824,15.910342397808495,"[0.4117647058823529, 0.29411764705882354, 0.29411764705882354]","[0.0, 0.09, 0.91]","[7.0, 5.0, 5.0]","[0, 9, 91]"
125700e,0.11515493462799213,0.5411281256053371,"[0.25, 0.4166666666666667, 0.3333333333333333]","[0.57, 0.36, 0.07]","[3.0, 5.0, 4.0]","[57, 36, 7]"
139836n,0.34251759950145894,20.4691048514106,"[0.3076923076923077, 0.15384615384615385, 0.5384615384615384]","[0.66, 0.34, 0.0]","[4.0, 2.0, 7.0]","[66, 34, 0]"
144408n,0.021054115158430753,0.08128505546700099,"[0.25, 0.5, 0.25]","[0.2, 0.39, 0.41]","[2.0, 4.0, 2.0]","[20, 39, 41]"
132516n,0.6154972688991244,2.3899588696276464,"[0.5, 0.0, 0.5]","[0.07, 0.8, 0.13]","[4.0, 0.0, 4.0]","[7, 80, 13]"
15771c,0.25806957601035874,1.0729573331598812,"[0.36363636363636365, 0.45454545454545453, 0.18181818181818182]","[0.11, 0.13, 0.76]","[4.0, 5.0, 2.0]","[11, 13, 76]"
85279n,0.2223255148576452,1.152930784552663,"[0.45454545454545453, 0.2727272727272727, 0.2727272727272727]","[0.2, 0.78, 0.02]","[5.0, 3.0, 3.0]","[20, 78, 2]"
73191n,0.15738614835365206,0.7603508747012943,"[0.2222222222222222, 0.4444444444444444, 0.3333333333333333]","[0.61, 0.34, 0.05]","[2.0, 4.0, 3.0]","[61, 34, 5]"
73444n,0.20197963228767962,1.3095375163615957,"[0.3, 0.25, 0.45]","[0.56, 0.41, 0.03]","[6.0, 5.0, 9.0]","[56, 41, 3]"
44747n,0.1903973102266373,1.190856429014208,"[0.4166666666666667, 0.3333333333333333, 0.25]","[0.03, 0.69, 0.28]","[5.0, 4.0, 3.0]","[3, 69, 28]"
19c,0.10962144172163409,0.4825933082647458,"[0.3125, 0.25, 0.4375]","[0.08, 0.59, 0.33]","[5.0, 4.0, 7.0]","[8, 59, 33]"
45306n,0.2750019551525555,1.8952678305294757,"[0.5, 0.25, 0.25]","[0.02, 0.68, 0.3]","[8.0, 4.0, 4.0]","[2, 68, 30]"
58357c,0.4041318938141713,2.3095845178492427,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.04, 0.76, 0.2]","[10.0, 5.0, 0.0]","[4, 76, 20]"
11971n,0.16745387358240668,0.8792104310432038,"[0.17647058823529413, 0.47058823529411764, 0.35294117647058826]","[0.52, 0.44, 0.04]","[3.0, 8.0, 6.0]","[52, 44, 4]"
77299n,0.1568719336029127,0.8050399259523702,"[0.25, 0.25, 0.5]","[0.46, 0.45, 0.09]","[5.0, 5.0, 10.0]","[46, 45, 9]"
11362e,0.2724900815023549,1.3415986249815535,"[0.23076923076923078, 0.23076923076923078, 0.5384615384615384]","[0.79, 0.14, 0.07]","[3.0, 3.0, 7.0]","[79, 14, 7]"
20181n,0.33693159916214044,2.2017603961066,"[0.6190476190476191, 0.23809523809523808, 0.14285714285714285]","[0.03, 0.7, 0.27]","[13.0, 5.0, 3.0]","[3, 70, 27]"
103364n,0.07540138798049527,0.31765611855407555,"[0.45454545454545453, 0.5454545454545454, 0.0]","[0.75, 0.24, 0.01]","[5.0, 6.0, 0.0]","[75, 24, 1]"
38477c,0.21766165786896247,1.6404839755601377,"[0.375, 0.375, 0.25]","[0.01, 0.37, 0.62]","[3.0, 3.0, 2.0]","[1, 37, 62]"
50484c,0.15986388647569505,0.6957993711836244,"[0.35714285714285715, 0.42857142857142855, 0.21428571428571427]","[0.08, 0.28, 0.64]","[5.0, 6.0, 3.0]","[8, 28, 64]"
6105e,0.0741313861069458,0.40672394322642796,"[0.625, 0.125, 0.25]","[0.74, 0.22, 0.04]","[5.0, 1.0, 2.0]","[74, 22, 4]"
108027n,0.18458222148701312,1.0015775804461962,"[0.38461538461538464, 0.3076923076923077, 0.3076923076923077]","[0.04, 0.73, 0.23]","[5.0, 4.0, 4.0]","[4, 73, 23]"
9557e,0.018197530150127275,0.07769364016037478,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.46, 0.38, 0.16]","[3.0, 2.0, 2.0]","[46, 38, 16]"
19668c,0.10264116727876461,0.4995603669438589,"[0.4375, 0.25, 0.3125]","[0.11, 0.38, 0.51]","[7.0, 4.0, 5.0]","[11, 38, 51]"
83247e,0.06319484872407624,0.2857672401429464,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.59, 0.37, 0.04]","[4.0, 6.0, 2.0]","[59, 37, 4]"
9393n,0.08877326527017253,0.4219173251047985,"[0.3, 0.4, 0.3]","[0.07, 0.7, 0.23]","[3.0, 4.0, 3.0]","[7, 70, 23]"
57454c,0.09312570494387987,4.544420592065486,"[0.125, 0.375, 0.5]","[0.0, 0.63, 0.37]","[1.0, 3.0, 4.0]","[0, 63, 37]"
23901e,0.11657012301782194,0.5293221438565123,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.7, 0.22, 0.08]","[2.0, 2.0, 2.0]","[70, 22, 8]"
111693e,0.0344282065800402,0.1458706323825569,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[0.43, 0.33, 0.24]","[6.0, 4.0, 8.0]","[43, 33, 24]"
87332c,0.11116412608275288,0.6283889820126978,"[0.2727272727272727, 0.45454545454545453, 0.2727272727272727]","[0.03, 0.44, 0.53]","[3.0, 5.0, 3.0]","[3, 44, 53]"
21340n,0.19140486298464204,0.9039848638213631,"[0.29411764705882354, 0.35294117647058826, 0.35294117647058826]","[0.05, 0.84, 0.11]","[5.0, 6.0, 6.0]","[5, 84, 11]"
19921n,0.2099645985907525,1.390534203203428,"[0.4, 0.2, 0.4]","[0.83, 0.15, 0.02]","[4.0, 2.0, 4.0]","[83, 15, 2]"
83900e,0.11922197406031775,0.5947944447002458,"[0.3, 0.3, 0.4]","[0.59, 0.33, 0.08]","[3.0, 3.0, 4.0]","[59, 33, 8]"
72721e,0.15064890059119665,0.8641171456836982,"[0.25, 0.3333333333333333, 0.4166666666666667]","[0.41, 0.54, 0.05]","[3.0, 4.0, 5.0]","[41, 54, 5]"
131623c,0.24548573076612015,1.5772680772862144,"[0.5, 0.2727272727272727, 0.22727272727272727]","[0.03, 0.4, 0.57]","[11.0, 6.0, 5.0]","[3, 40, 57]"
54458n,0.33442237401521085,16.894766105613677,"[0.5555555555555556, 0.0, 0.4444444444444444]","[0.81, 0.19, 0.0]","[5.0, 0.0, 4.0]","[81, 19, 0]"
63218n,0.15805204297333642,0.7534618412775166,"[0.46153846153846156, 0.3076923076923077, 0.23076923076923078]","[0.23, 0.74, 0.03]","[6.0, 4.0, 3.0]","[23, 74, 3]"
91650n,0.28867991172777263,1.6964671141186642,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[0.93, 0.05, 0.02]","[4.0, 3.0, 4.0]","[93, 5, 2]"
24163e,0.08881794056457142,0.4258801822708843,"[0.35714285714285715, 0.5, 0.14285714285714285]","[0.67, 0.31, 0.02]","[5.0, 7.0, 2.0]","[67, 31, 2]"
42388e,0.12438605295305312,6.135354258341209,"[0.5, 0.3333333333333333, 0.16666666666666666]","[0.81, 0.19, 0.0]","[6.0, 4.0, 2.0]","[81, 19, 0]"
112349c,0.03807068067600762,0.16410058787008036,"[0.42105263157894735, 0.10526315789473684, 0.47368421052631576]","[0.21, 0.16, 0.63]","[8.0, 2.0, 9.0]","[21, 16, 63]"
38527n,0.20105491466372075,0.7283259590324748,"[0.8571428571428571, 0.14285714285714285, 0.0]","[0.39, 0.47, 0.14]","[6.0, 1.0, 0.0]","[39, 47, 14]"
15537n,0.1029280474983796,0.47728240988422366,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.66, 0.26, 0.08]","[5.0, 5.0, 5.0]","[66, 26, 8]"
126486n,0.08057188027806524,5.121843363519516,"[0.6428571428571429, 0.21428571428571427, 0.14285714285714285]","[0.67, 0.33, 0.0]","[9.0, 3.0, 2.0]","[67, 33, 0]"
121910e,0.12065540037105323,0.5025918298160793,"[0.25, 0.5, 0.25]","[0.19, 0.18, 0.63]","[3.0, 6.0, 3.0]","[19, 18, 63]"
83657c,0.20349414222391776,0.9023863179573547,"[0.3333333333333333, 0.1111111111111111, 0.5555555555555556]","[0.05, 0.54, 0.41]","[3.0, 1.0, 5.0]","[5, 54, 41]"
21957n,0.08651038163140247,0.36604010764537365,"[0.45454545454545453, 0.36363636363636365, 0.18181818181818182]","[0.24, 0.7, 0.06]","[5.0, 4.0, 2.0]","[24, 70, 6]"
118999n,0.11383937572402734,0.6919138865756636,"[0.4166666666666667, 0.3333333333333333, 0.25]","[0.71, 0.27, 0.02]","[5.0, 4.0, 3.0]","[71, 27, 2]"
77654e,0.11048223598166411,0.6379378280894465,"[0.5555555555555556, 0.2222222222222222, 0.2222222222222222]","[0.87, 0.11, 0.02]","[5.0, 2.0, 2.0]","[87, 11, 2]"
77875e,0.15615100597145312,0.7040416152105995,"[0.36363636363636365, 0.45454545454545453, 0.18181818181818182]","[0.81, 0.15, 0.04]","[4.0, 5.0, 2.0]","[81, 15, 4]"
123891c,0.10899270323083943,0.5310534118113085,"[0.25, 0.25, 0.5]","[0.04, 0.56, 0.4]","[3.0, 3.0, 6.0]","[4, 56, 40]"
50480n,0.18913446396592906,1.041309176909055,"[0.26666666666666666, 0.3333333333333333, 0.4]","[0.67, 0.29, 0.04]","[4.0, 5.0, 6.0]","[67, 29, 4]"
115247c,0.04838998910943447,0.24156123948795072,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[0.04, 0.42, 0.54]","[2.0, 5.0, 4.0]","[4, 42, 54]"
