uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
133597n,0.2909388770033496,14.24115767739284,"[0.375, 0.25, 0.375]","[0.0, 0.75, 0.25]","[6.0, 4.0, 6.0]","[0.0, 3.0, 1.0]"
58954c,0.19087450462110955,12.36941654553447,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.5, 0.5]","[5.0, 5.0, 5.0]","[0.0, 2.0, 2.0]"
17660e,0.17783847893276436,11.563212383165366,"[0.4375, 0.25, 0.3125]","[0.6666666666666666, 0.3333333333333333, 0.0]","[7.0, 4.0, 5.0]","[2.0, 1.0, 0.0]"
16086n,0.01862176307426532,0.07807190511241671,"[0.4, 0.6, 0.0]","[0.25, 0.75, 0.0]","[2.0, 3.0, 0.0]","[1.0, 3.0, 0.0]"
7856c,0.48034295612758887,25.82647277997461,"[0.375, 0.3125, 0.3125]","[0.0, 1.0, 0.0]","[6.0, 5.0, 5.0]","[0.0, 1.0, 0.0]"
28601n,0.12439438319180592,8.105759640758949,"[0.4444444444444444, 0.3333333333333333, 0.2222222222222222]","[0.5, 0.5, 0.0]","[4.0, 3.0, 2.0]","[1.0, 1.0, 0.0]"
56163c,0.5297578726233217,27.702842269772574,"[0.26666666666666666, 0.26666666666666666, 0.4666666666666667]","[0.0, 1.0, 0.0]","[4.0, 4.0, 7.0]","[0.0, 3.0, 0.0]"
46059c,0.31127812445913294,18.931568569364202,"[0.0, 0.5, 0.5]","[0.0, 0.0, 1.0]","[0.0, 3.0, 3.0]","[0.0, 0.0, 3.0]"
45774c,1.0,39.05185901422955,"[0.75, 0.0, 0.25]","[0.0, 1.0, 0.0]","[6.0, 0.0, 2.0]","[0.0, 3.0, 0.0]"
67610c,0.11895996960297012,0.5208299238783182,"[0.5833333333333334, 0.16666666666666666, 0.25]","[0.2, 0.4, 0.4]","[7.0, 2.0, 3.0]","[1.0, 2.0, 2.0]"
103559e,0.14315721486439528,5.755012378239584,"[0.38461538461538464, 0.15384615384615385, 0.46153846153846156]","[0.75, 0.0, 0.25]","[5.0, 2.0, 6.0]","[3.0, 0.0, 1.0]"
46003n,0.13019784892915887,0.5533833323704338,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.25, 0.75, 0.0]","[6.0, 3.0, 0.0]","[1.0, 3.0, 0.0]"
114458e,0.45914791702724483,25.00388308735575,"[0.3333333333333333, 0.2777777777777778, 0.3888888888888889]","[1.0, 0.0, 0.0]","[6.0, 5.0, 7.0]","[1.0, 0.0, 0.0]"
79507e,0.4888411212056297,26.15654622402881,"[0.391304347826087, 0.30434782608695654, 0.30434782608695654]","[0.0, 1.0, 0.0]","[9.0, 7.0, 7.0]","[0.0, 4.0, 0.0]"
18428n,0.2419370270634918,14.991972367760393,"[0.3, 0.3, 0.4]","[0.6, 0.4, 0.0]","[3.0, 3.0, 4.0]","[3.0, 2.0, 0.0]"
31249e,0.634001430417094,31.120375174375248,"[0.18181818181818182, 0.45454545454545453, 0.36363636363636365]","[1.0, 0.0, 0.0]","[2.0, 5.0, 4.0]","[4.0, 0.0, 0.0]"
102563n,0.27397677825335065,15.709618052827853,"[0.4166666666666667, 0.16666666666666666, 0.4166666666666667]","[0.0, 0.5, 0.5]","[5.0, 2.0, 5.0]","[0.0, 1.0, 1.0]"
98710n,0.22460175271458138,14.012398302573555,"[0.25, 0.375, 0.375]","[0.5, 0.5, 0.0]","[2.0, 3.0, 3.0]","[2.0, 2.0, 0.0]"
53499c,0.1741363745690181,11.067396710210973,"[0.15384615384615385, 0.15384615384615385, 0.6923076923076923]","[0.0, 0.0, 1.0]","[2.0, 2.0, 9.0]","[0.0, 0.0, 2.0]"
89995c,0.5715616860768332,29.13771673524338,"[0.3076923076923077, 0.23076923076923078, 0.46153846153846156]","[0.0, 1.0, 0.0]","[4.0, 3.0, 6.0]","[0.0, 1.0, 0.0]"
65066n,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 1.0, 0.0]","[2.0, 2.0, 2.0]","[0.0, 4.0, 0.0]"
142604e,0.2571069484020821,13.317431324163893,"[0.35294117647058826, 0.29411764705882354, 0.35294117647058826]","[0.25, 0.75, 0.0]","[6.0, 5.0, 6.0]","[1.0, 3.0, 0.0]"
133274n,0.2837751310969779,16.183621011535678,"[0.42857142857142855, 0.21428571428571427, 0.35714285714285715]","[0.0, 0.6, 0.4]","[6.0, 3.0, 5.0]","[0.0, 3.0, 2.0]"
84781c,0.49342260576014463,26.333245402678,"[0.4, 0.3, 0.3]","[0.0, 1.0, 0.0]","[4.0, 3.0, 3.0]","[0.0, 3.0, 0.0]"
76219n,0.18159166513097222,11.576338919639674,"[0.5, 0.1875, 0.3125]","[0.8, 0.2, 0.0]","[8.0, 3.0, 5.0]","[4.0, 1.0, 0.0]"
38156n,0.418821231072075,23.337031938820466,"[0.3333333333333333, 0.375, 0.2916666666666667]","[0.0, 1.0, 0.0]","[8.0, 9.0, 7.0]","[0.0, 4.0, 0.0]"
23751c,0.5918210039183627,30.03398229518306,"[0.14285714285714285, 0.21428571428571427, 0.6428571428571429]","[0.0, 1.0, 0.0]","[2.0, 3.0, 9.0]","[0.0, 4.0, 0.0]"
142430c,0.11345082511218846,7.270749331919672,"[0.2, 0.26666666666666666, 0.5333333333333333]","[0.0, 0.25, 0.75]","[3.0, 4.0, 8.0]","[0.0, 1.0, 3.0]"
11303n,0.21408589903780867,13.559426204743795,"[0.2727272727272727, 0.36363636363636365, 0.36363636363636365]","[0.5, 0.5, 0.0]","[3.0, 4.0, 4.0]","[2.0, 2.0, 0.0]"
80808n,0.48534030902224723,26.07132157073186,"[0.3076923076923077, 0.46153846153846156, 0.23076923076923078]","[1.0, 0.0, 0.0]","[4.0, 6.0, 3.0]","[2.0, 0.0, 0.0]"
82415n,0.13984007205028304,9.161199115363466,"[0.4166666666666667, 0.3333333333333333, 0.25]","[0.5, 0.5, 0.0]","[5.0, 4.0, 3.0]","[2.0, 2.0, 0.0]"
134217e,0.014010319660460683,0.0543435058724637,"[0.42857142857142855, 0.35714285714285715, 0.21428571428571427]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[6.0, 5.0, 3.0]","[0.0, 0.0, 0.0]"
130680e,0.3382449259503488,19.754516707149207,"[0.4666666666666667, 0.3333333333333333, 0.2]","[1.0, 0.0, 0.0]","[7.0, 5.0, 3.0]","[4.0, 0.0, 0.0]"
33822e,0.0097565340871372,0.0387633952770452,"[0.6153846153846154, 0.38461538461538464, 0.0]","[0.5, 0.5, 0.0]","[8.0, 5.0, 0.0]","[1.0, 1.0, 0.0]"
1735n,1.0,38.90870313576404,"[0.625, 0.375, 0.0]","[0.0, 0.0, 1.0]","[5.0, 3.0, 0.0]","[0.0, 0.0, 4.0]"
133243e,0.5444028197397283,22.690294574228695,"[0.5833333333333334, 0.0, 0.4166666666666667]","[0.0, 0.5, 0.5]","[7.0, 0.0, 5.0]","[0.0, 2.0, 2.0]"
34043c,0.31127812445913294,18.931568569364202,"[0.0, 0.5, 0.5]","[0.0, 1.0, 0.0]","[0.0, 4.0, 4.0]","[0.0, 3.0, 0.0]"
74509n,0.5819765115539189,29.780267773620533,"[0.2222222222222222, 0.1111111111111111, 0.6666666666666666]","[1.0, 0.0, 0.0]","[2.0, 1.0, 6.0]","[4.0, 0.0, 0.0]"
102857n,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[1.0, 0.0, 0.0]","[4.0, 4.0, 4.0]","[2.0, 0.0, 0.0]"
61818n,0.3991241773221159,19.20826023554926,"[0.3333333333333333, 0.16666666666666666, 0.5]","[0.25, 0.75, 0.0]","[2.0, 1.0, 3.0]","[1.0, 3.0, 0.0]"
70711c,0.2711435845131249,16.733658171971065,"[0.4444444444444444, 0.2222222222222222, 0.3333333333333333]","[0.0, 0.3333333333333333, 0.6666666666666666]","[8.0, 4.0, 6.0]","[0.0, 1.0, 2.0]"
38475c,0.17224217190281402,11.087990547179208,"[0.3, 0.4, 0.3]","[0.0, 0.5, 0.5]","[3.0, 4.0, 3.0]","[0.0, 1.0, 1.0]"
73518n,0.1800365325772657,9.31014522247141,"[0.25, 0.375, 0.375]","[0.0, 0.75, 0.25]","[4.0, 6.0, 6.0]","[0.0, 3.0, 1.0]"
19578n,0.05027961396648633,0.2197409239373323,"[0.0, 0.5555555555555556, 0.4444444444444444]","[0.0, 0.8, 0.2]","[0.0, 5.0, 4.0]","[0.0, 4.0, 1.0]"
80930n,0.2362637158563069,12.524079776883527,"[0.4074074074074074, 0.25925925925925924, 0.3333333333333333]","[0.3333333333333333, 0.6666666666666666, 0.0]","[11.0, 7.0, 9.0]","[1.0, 2.0, 0.0]"
11534n,0.45914791702724467,25.116276842150057,"[0.5, 0.3333333333333333, 0.16666666666666666]","[0.0, 1.0, 0.0]","[6.0, 4.0, 2.0]","[0.0, 3.0, 0.0]"
142643c,0.0888056394794565,5.993833768165069,"[0.0, 0.16666666666666666, 0.8333333333333334]","[0.0, 0.0, 1.0]","[0.0, 1.0, 5.0]","[0.0, 0.0, 4.0]"
73840n,0.2602602001017418,15.486793063555584,"[0.29411764705882354, 0.29411764705882354, 0.4117647058823529]","[0.3333333333333333, 0.6666666666666666, 0.0]","[5.0, 5.0, 7.0]","[1.0, 2.0, 0.0]"
84055n,0.6099865470109875,30.384686610789153,"[0.3333333333333333, 0.2, 0.4666666666666667]","[0.0, 1.0, 0.0]","[5.0, 3.0, 7.0]","[0.0, 2.0, 0.0]"
117177n,0.439086582240895,23.652236983048887,"[0.23076923076923078, 0.15384615384615385, 0.6153846153846154]","[0.3333333333333333, 0.6666666666666666, 0.0]","[3.0, 2.0, 8.0]","[1.0, 2.0, 0.0]"
26372n,0.12627201136140492,8.207921233074972,"[0.15384615384615385, 0.7692307692307693, 0.07692307692307693]","[0.0, 1.0, 0.0]","[2.0, 10.0, 1.0]","[0.0, 3.0, 0.0]"
23280n,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 1.0, 0.0]","[3.0, 3.0, 3.0]","[0.0, 4.0, 0.0]"
3545n,0.15163395208547745,7.4167143325924085,"[0.2, 0.4, 0.4]","[0.0, 0.75, 0.25]","[2.0, 4.0, 4.0]","[0.0, 3.0, 1.0]"
105769c,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.0, 1.0]","[3.0, 3.0, 3.0]","[0.0, 0.0, 4.0]"
141110n,0.49342260576014463,26.333245402678,"[0.3, 0.3, 0.4]","[0.0, 1.0, 0.0]","[3.0, 3.0, 4.0]","[0.0, 3.0, 0.0]"
130928n,0.5084670613287497,20.97018508179389,"[0.38461538461538464, 0.07692307692307693, 0.5384615384615384]","[0.25, 0.75, 0.0]","[5.0, 1.0, 7.0]","[1.0, 3.0, 0.0]"
49237c,0.4996768578138836,26.57303192747889,"[0.4117647058823529, 0.29411764705882354, 0.29411764705882354]","[0.0, 0.0, 1.0]","[7.0, 5.0, 5.0]","[0.0, 0.0, 4.0]"
125700e,0.5487949406953986,28.342767684727306,"[0.25, 0.4166666666666667, 0.3333333333333333]","[1.0, 0.0, 0.0]","[3.0, 5.0, 4.0]","[4.0, 0.0, 0.0]"
139836n,0.48534030902224723,26.178000182109407,"[0.3076923076923077, 0.15384615384615385, 0.5384615384615384]","[1.0, 0.0, 0.0]","[4.0, 2.0, 7.0]","[3.0, 0.0, 0.0]"
144408n,0.2079847396919381,9.40450616024161,"[0.25, 0.5, 0.25]","[0.0, 0.3333333333333333, 0.6666666666666666]","[2.0, 4.0, 2.0]","[0.0, 1.0, 2.0]"
132516n,1.0,38.8631371386891,"[0.5, 0.0, 0.5]","[0.0, 1.0, 0.0]","[4.0, 0.0, 4.0]","[0.0, 4.0, 0.0]"
15771c,0.634001430417094,31.12037517437525,"[0.36363636363636365, 0.45454545454545453, 0.18181818181818182]","[0.0, 0.0, 1.0]","[4.0, 5.0, 2.0]","[0.0, 0.0, 4.0]"
85279n,0.5229848362894219,27.451887707618795,"[0.45454545454545453, 0.2727272727272727, 0.2727272727272727]","[0.0, 1.0, 0.0]","[5.0, 3.0, 3.0]","[0.0, 4.0, 0.0]"
73191n,0.19087450462110936,12.369416545534472,"[0.2222222222222222, 0.4444444444444444, 0.3333333333333333]","[0.3333333333333333, 0.6666666666666666, 0.0]","[2.0, 4.0, 3.0]","[1.0, 2.0, 0.0]"
73444n,0.2738654610595805,16.948920642131338,"[0.3, 0.25, 0.45]","[0.5, 0.5, 0.0]","[6.0, 5.0, 9.0]","[1.0, 1.0, 0.0]"
44747n,0.25107631454012125,15.638388638472003,"[0.4166666666666667, 0.3333333333333333, 0.25]","[0.0, 0.5, 0.5]","[5.0, 4.0, 3.0]","[0.0, 2.0, 2.0]"
19c,0.26929020806396353,11.88981003873855,"[0.3125, 0.25, 0.4375]","[0.0, 0.75, 0.25]","[5.0, 4.0, 7.0]","[0.0, 3.0, 1.0]"
45306n,0.5487949406953986,28.397352854064955,"[0.5, 0.25, 0.25]","[0.0, 1.0, 0.0]","[8.0, 4.0, 4.0]","[0.0, 4.0, 0.0]"
58357c,0.45914791702724483,25.657128925084503,"[0.6666666666666666, 0.3333333333333333, 0.0]","[0.0, 1.0, 0.0]","[10.0, 5.0, 0.0]","[0.0, 2.0, 0.0]"
11971n,0.23494971586320906,13.232742178693627,"[0.17647058823529413, 0.47058823529411764, 0.35294117647058826]","[0.5, 0.5, 0.0]","[3.0, 8.0, 6.0]","[2.0, 2.0, 0.0]"
77299n,0.32518928103806005,18.97404981972449,"[0.25, 0.25, 0.5]","[0.3333333333333333, 0.6666666666666666, 0.0]","[5.0, 5.0, 10.0]","[1.0, 2.0, 0.0]"
11362e,0.13316309606626134,8.443807537167196,"[0.23076923076923078, 0.23076923076923078, 0.5384615384615384]","[0.0, 0.4, 0.6]","[3.0, 3.0, 7.0]","[0.0, 2.0, 3.0]"
20181n,0.56278270669339,29.049608221623572,"[0.6190476190476191, 0.23809523809523808, 0.14285714285714285]","[0.0, 1.0, 0.0]","[13.0, 5.0, 3.0]","[0.0, 4.0, 0.0]"
103364n,0.16726678590656635,0.607460383043971,"[0.45454545454545453, 0.5454545454545454, 0.0]","[0.6, 0.2, 0.2]","[5.0, 6.0, 0.0]","[3.0, 1.0, 1.0]"
38477c,0.5487949406953986,28.336074729605993,"[0.375, 0.375, 0.25]","[0.0, 0.0, 1.0]","[3.0, 3.0, 2.0]","[0.0, 0.0, 3.0]"
50484c,0.5918210039183627,29.790417328453998,"[0.35714285714285715, 0.42857142857142855, 0.21428571428571427]","[0.0, 0.0, 1.0]","[5.0, 6.0, 3.0]","[0.0, 0.0, 4.0]"
6105e,0.07227881074862304,4.465784284700312,"[0.625, 0.125, 0.25]","[0.8, 0.0, 0.2]","[5.0, 1.0, 2.0]","[4.0, 0.0, 1.0]"
108027n,0.48534030902224723,26.020935260574042,"[0.38461538461538464, 0.3076923076923077, 0.3076923076923077]","[0.0, 1.0, 0.0]","[5.0, 4.0, 4.0]","[0.0, 4.0, 0.0]"
9557e,0.5087256743873155,26.9170126773648,"[0.42857142857142855, 0.2857142857142857, 0.2857142857142857]","[0.0, 0.0, 1.0]","[3.0, 2.0, 2.0]","[0.0, 0.0, 2.0]"
19668c,0.48034295612758887,25.859727090951974,"[0.4375, 0.25, 0.3125]","[0.0, 0.0, 1.0]","[7.0, 4.0, 5.0]","[0.0, 0.0, 3.0]"
83247e,0.13628933528330991,6.17217702338675,"[0.3333333333333333, 0.5, 0.16666666666666666]","[0.6666666666666666, 0.3333333333333333, 0.0]","[4.0, 6.0, 2.0]","[2.0, 1.0, 0.0]"
9393n,0.39581560200335836,22.346931688813015,"[0.3, 0.4, 0.3]","[0.0, 1.0, 0.0]","[3.0, 4.0, 3.0]","[0.0, 3.0, 0.0]"
57454c,0.418821231072075,23.508821649503748,"[0.125, 0.375, 0.5]","[0.0, 1.0, 0.0]","[1.0, 3.0, 4.0]","[0.0, 2.0, 0.0]"
23901e,0.19087450462110955,12.369416545534472,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.5, 0.5, 0.0]","[2.0, 2.0, 2.0]","[2.0, 2.0, 0.0]"
111693e,0.25628766956039867,12.591638767756212,"[0.3333333333333333, 0.2222222222222222, 0.4444444444444444]","[0.0, 0.6666666666666666, 0.3333333333333333]","[6.0, 4.0, 8.0]","[0.0, 2.0, 1.0]"
87332c,0.34833583088395825,20.204044591500654,"[0.2727272727272727, 0.45454545454545453, 0.2727272727272727]","[0.0, 1.0, 0.0]","[3.0, 5.0, 3.0]","[0.0, 3.0, 0.0]"
21340n,0.43984465636092385,24.21393121813564,"[0.29411764705882354, 0.35294117647058826, 0.35294117647058826]","[0.0, 1.0, 0.0]","[5.0, 6.0, 6.0]","[0.0, 3.0, 0.0]"
19921n,0.25192357407447924,15.023326760611473,"[0.4, 0.2, 0.4]","[0.5, 0.5, 0.0]","[4.0, 2.0, 4.0]","[1.0, 1.0, 0.0]"
83900e,0.003455029339326271,0.014011906266446689,"[0.3, 0.3, 0.4]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[3.0, 3.0, 4.0]","[1.0, 1.0, 1.0]"
72721e,0.3809300909097882,21.69891149495234,"[0.25, 0.3333333333333333, 0.4166666666666667]","[0.0, 0.0, 1.0]","[3.0, 4.0, 5.0]","[0.0, 0.0, 2.0]"
131623c,0.5229848362894219,27.494357358811694,"[0.5, 0.2727272727272727, 0.22727272727272727]","[0.0, 1.0, 0.0]","[11.0, 6.0, 5.0]","[0.0, 3.0, 0.0]"
54458n,0.26866647658950915,16.72587377960097,"[0.5555555555555556, 0.0, 0.4444444444444444]","[1.0, 0.0, 0.0]","[5.0, 0.0, 4.0]","[4.0, 0.0, 0.0]"
63218n,0.48534030902224723,26.07132157073186,"[0.46153846153846156, 0.3076923076923077, 0.23076923076923078]","[0.0, 1.0, 0.0]","[6.0, 4.0, 3.0]","[0.0, 4.0, 0.0]"
91650n,0.42956313049465866,23.794827242596156,"[0.36363636363636365, 0.2727272727272727, 0.36363636363636365]","[1.0, 0.0, 0.0]","[4.0, 3.0, 4.0]","[3.0, 0.0, 0.0]"
24163e,0.09643975528763711,5.184978056629875,"[0.35714285714285715, 0.5, 0.14285714285714285]","[0.25, 0.75, 0.0]","[5.0, 7.0, 2.0]","[1.0, 3.0, 0.0]"
42388e,0.09543725231055482,6.01804160611943,"[0.5, 0.3333333333333333, 0.16666666666666666]","[0.5, 0.5, 0.0]","[6.0, 4.0, 2.0]","[2.0, 2.0, 0.0]"
112349c,0.33247394607357955,19.602635455027066,"[0.42105263157894735, 0.10526315789473684, 0.47368421052631576]","[0.0, 0.0, 1.0]","[8.0, 2.0, 9.0]","[0.0, 0.0, 3.0]"
38527n,0.013252021611059057,0.049787935085050444,"[0.8571428571428571, 0.14285714285714285, 0.0]","[0.75, 0.25, 0.0]","[6.0, 1.0, 0.0]","[3.0, 1.0, 0.0]"
15537n,0.45914791702724483,24.99046225845656,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 1.0, 0.0]","[5.0, 5.0, 5.0]","[0.0, 3.0, 0.0]"
