uid,js_divergence,kl_divergence,model_distribution,human_distribution,model_counts,human_counts
85428e,0.11983220668354519,0.35845397083981945,"[1.0, 0.0, 0.0]","[0.78, 0.18, 0.04]","[1.0, 0.0, 0.0]","[78.0, 18.0, 4.0]"
23751c,0.20198180736881213,0.6214883766714284,"[0.0, 1.0, 0.0]","[0.16, 0.65, 0.19]","[0.0, 2.0, 0.0]","[16.0, 65.0, 19.0]"
141293e,0.12035075032291062,0.6335188872897972,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.64, 0.31, 0.05]","[0.0, 0.0, 0.0]","[64.0, 31.0, 5.0]"
115247c,0.11638059098378992,0.6764920473984583,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.42, 0.54]","[0.0, 0.0, 0.0]","[4.0, 42.0, 54.0]"
85279n,0.19986685833960266,1.1897835844511961,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.2, 0.78, 0.02]","[0.0, 0.0, 0.0]","[20.0, 78.0, 2.0]"
77654e,0.2531655102811451,1.4247686508711928,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.87, 0.11, 0.02]","[0.0, 0.0, 0.0]","[87.0, 11.0, 2.0]"
10916n,0.2964606501252138,12.78385596559675,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.88, 0.12, 0.0]","[0.0, 0.0, 0.0]","[88.0, 12.0, 0.0]"
82415n,0.011722640381696637,0.0491312800639751,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.4, 0.22, 0.38]","[0.0, 0.0, 0.0]","[40.0, 22.0, 38.0]"
17576n,0.09152606314642897,0.41728952118267876,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.27, 0.64, 0.09]","[0.0, 0.0, 0.0]","[27.0, 64.0, 9.0]"
38527n,0.039360938545126574,0.17644502485357116,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.39, 0.47, 0.14]","[0.0, 0.0, 0.0]","[39.0, 47.0, 14.0]"
144753c,0.06731902968243517,0.314703413932787,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.1, 0.55, 0.35]","[0.0, 0.0, 0.0]","[10.0, 55.0, 35.0]"
48454c,0.0260830278464558,0.11367512543982136,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.4, 0.43, 0.17]","[0.0, 0.0, 0.0]","[40.0, 43.0, 17.0]"
124839c,0.1620907425189557,1.306431074780897,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01, 0.48, 0.51]","[0.0, 0.0, 0.0]","[1.0, 48.0, 51.0]"
102817c,0.011326222598419242,0.046463838383595496,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.23, 0.34, 0.43]","[0.0, 0.0, 0.0]","[23.0, 34.0, 43.0]"
70711c,0.011722640381696637,0.0491312800639751,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.22, 0.38, 0.4]","[0.0, 0.0, 0.0]","[22.0, 38.0, 40.0]"
74377e,0.9289911704818995,5.643856189632272,"[0.0, 0.0, 1.0]","[0.69, 0.29, 0.02]","[0.0, 0.0, 1.0]","[69.0, 29.0, 2.0]"
11362e,0.1656710843636494,0.7527301582851369,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.79, 0.14, 0.07]","[0.0, 0.0, 0.0]","[79.0, 14.0, 7.0]"
13133n,0.12750205601730474,0.797757841651102,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.5, 0.47, 0.03]","[0.0, 0.0, 0.0]","[50.0, 47.0, 3.0]"
136360e,0.25915108533394215,1.6833255313962012,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.86, 0.13, 0.01]","[0.0, 0.0, 0.0]","[86.0, 13.0, 1.0]"
49611e,0.12810909974385212,0.799808583978298,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.45, 0.52, 0.03]","[0.0, 0.0, 0.0]","[45.0, 52.0, 3.0]"
121910e,0.06460870658120213,0.2605162095907738,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.19, 0.18, 0.63]","[0.0, 0.0, 0.0]","[19.0, 18.0, 63.0]"
56895c,0.02867301204731139,0.11565277735784366,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.52, 0.2, 0.28]","[0.0, 0.0, 0.0]","[52.0, 20.0, 28.0]"
40710n,0.23385027660810048,12.52102400066245,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.76, 0.24, 0.0]","[0.0, 0.0, 0.0]","[76.0, 24.0, 0.0]"
114492n,0.08884875568938531,0.38309779103426655,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.66, 0.23]","[0.0, 0.0, 0.0]","[11.0, 66.0, 23.0]"
3545n,0.14996447109723796,0.6676679769489176,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.15, 0.77, 0.08]","[0.0, 0.0, 0.0]","[15.0, 77.0, 8.0]"
11303n,0.16307748702607827,1.0521318554198564,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.67, 0.31, 0.02]","[0.0, 0.0, 0.0]","[67.0, 31.0, 2.0]"
38475c,0.48806144759282205,2.0292976094230237,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.02, 0.65, 0.33]","[1.0, 0.0, 2.0]","[2.0, 65.0, 33.0]"
21297n,0.6025115229745057,2.8513749393442334,"[0.5, 0.0, 0.5]","[0.24, 0.74, 0.02]","[1.0, 0.0, 1.0]","[24.0, 74.0, 2.0]"
28306c,0.12227925645241708,0.5023212992497758,"[0.2857142857142857, 0.42857142857142855, 0.2857142857142857]","[0.14, 0.17, 0.69]","[2.0, 3.0, 2.0]","[14.0, 17.0, 69.0]"
31249e,0.2224549471693545,1.0551512705720585,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.86, 0.08, 0.06]","[0.0, 0.0, 0.0]","[86.0, 8.0, 6.0]"
66858n,0.1434941115025847,0.6568608177177517,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.75, 0.18, 0.07]","[0.0, 0.0, 0.0]","[75.0, 18.0, 7.0]"
137319n,0.2297370192724201,1.555635354235562,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.18, 0.01]","[0.0, 0.0, 0.0]","[81.0, 18.0, 1.0]"
23901e,0.11657012301782194,0.5293221438565123,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.7, 0.22, 0.08]","[0.0, 0.0, 0.0]","[70.0, 22.0, 8.0]"
53499c,0.1042003878868426,0.4652437561345959,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.23, 0.09, 0.68]","[0.0, 0.0, 0.0]","[23.0, 9.0, 68.0]"
56582n,0.12320559520946306,0.6999551566955596,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.6, 0.36, 0.04]","[0.0, 0.0, 0.0]","[60.0, 36.0, 4.0]"
138862c,0.07869191396966561,0.3207873154521975,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.18, 0.66, 0.16]","[0.0, 0.0, 0.0]","[18.0, 66.0, 16.0]"
83248c,0.07145071947365048,0.3174592859275548,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.11, 0.29, 0.6]","[0.0, 0.0, 0.0]","[11.0, 29.0, 60.0]"
120896n,0.2964606501252138,12.78385596559675,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.88, 0.12, 0.0]","[0.0, 0.0, 0.0]","[88.0, 12.0, 0.0]"
88050c,0.17883650383395336,0.9838245433940611,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.21, 0.03, 0.76]","[1.0, 1.0, 1.0]","[21.0, 3.0, 76.0]"
58357c,0.16879910323330408,0.8689418196017942,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.76, 0.2]","[0.0, 0.0, 0.0]","[4.0, 76.0, 20.0]"
837n,0.2294148959617761,0.7131188521389815,"[1.0, 0.0, 0.0]","[0.61, 0.37, 0.02]","[2.0, 0.0, 0.0]","[61.0, 37.0, 2.0]"
77590c,0.10480260875977518,0.4466796393763635,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.19, 0.7, 0.11]","[0.0, 0.0, 0.0]","[19.0, 70.0, 11.0]"
94674c,0.44270209484342055,1.514573172755178,"[0.0, 0.0, 1.0]","[0.02, 0.63, 0.35]","[0.0, 0.0, 1.0]","[2.0, 63.0, 35.0]"
88646c,0.17211962197805242,0.7823194440203867,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.07, 0.13, 0.8]","[0.0, 0.0, 0.0]","[7.0, 13.0, 80.0]"
41975c,0.0997369878597726,0.4133477093844851,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.14, 0.7, 0.16]","[0.0, 0.0, 0.0]","[14.0, 70.0, 16.0]"
82174e,0.14339926210608794,0.9842264643021323,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.52, 0.46, 0.02]","[0.0, 0.0, 0.0]","[52.0, 46.0, 2.0]"
917c,0.3437754167980627,1.1202942336418145,"[0.0, 1.0, 0.0]","[0.11, 0.46, 0.43]","[0.0, 1.0, 0.0]","[11.0, 46.0, 43.0]"
53074n,0.5724912990502865,2.1202942336394552,"[1.0, 0.0, 0.0]","[0.23, 0.69, 0.08]","[1.0, 0.0, 0.0]","[23.0, 69.0, 8.0]"
82700c,0.20760603105923925,1.4683971991779552,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.01, 0.76, 0.23]","[0.0, 0.0, 0.0]","[1.0, 76.0, 23.0]"
133597n,0.037386626031848814,0.158747116339242,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.32, 0.52, 0.16]","[0.0, 0.0, 0.0]","[32.0, 52.0, 16.0]"
127410n,0.1442469158423092,0.621833469032973,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.12, 0.11, 0.77]","[0.0, 0.0, 0.0]","[12.0, 11.0, 77.0]"
82510c,0.015935072436702856,0.06387988793898156,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.23, 0.3, 0.47]","[0.0, 0.0, 0.0]","[23.0, 30.0, 47.0]"
73260n,0.1565134063627905,0.47393118825839514,"[1.0, 0.0, 0.0]","[0.72, 0.18, 0.1]","[1.0, 0.0, 0.0]","[72.0, 18.0, 10.0]"
63013n,0.07489108046274831,0.37674637304848624,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.47, 0.45, 0.08]","[0.0, 0.0, 0.0]","[47.0, 45.0, 8.0]"
125700e,0.09039974966573694,0.4555037098286606,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.57, 0.36, 0.07]","[0.0, 0.0, 0.0]","[57.0, 36.0, 7.0]"
16989c,0.019548349616309326,0.08367797069170696,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.39, 0.42, 0.19]","[0.0, 0.0, 0.0]","[39.0, 42.0, 19.0]"
88605n,0.13080020167226764,0.8089372132433135,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.56, 0.41, 0.03]","[0.0, 0.0, 0.0]","[56.0, 41.0, 3.0]"
8257n,0.18371535604157962,1.127421733584545,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.74, 0.24, 0.02]","[0.0, 0.0, 0.0]","[74.0, 24.0, 2.0]"
45306n,0.1655101375252849,1.0607758767484379,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.02, 0.68, 0.3]","[0.0, 0.0, 0.0]","[2.0, 68.0, 30.0]"
9393n,0.49746313848417856,1.7740674109526302,"[0.3333333333333333, 0.0, 0.6666666666666666]","[0.07, 0.7, 0.23]","[1.0, 0.0, 2.0]","[7.0, 70.0, 23.0]"
100136e,0.18300759508391978,1.3783406384659447,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.68, 0.31, 0.01]","[0.0, 0.0, 0.0]","[68.0, 31.0, 1.0]"
77875e,0.1946007508870328,0.9766468228806229,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.15, 0.04]","[0.0, 0.0, 0.0]","[81.0, 15.0, 4.0]"
142604e,0.2549195579421332,12.602728166607717,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.19, 0.0]","[0.0, 0.0, 0.0]","[81.0, 19.0, 0.0]"
124590c,0.23808577234573217,1.1879375232798615,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.04, 0.09, 0.87]","[0.0, 0.0, 0.0]","[4.0, 9.0, 87.0]"
80517e,0.1445138079917041,0.8564502511256562,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.65, 0.32, 0.03]","[0.0, 0.0, 0.0]","[65.0, 32.0, 3.0]"
72875e,0.273662384383644,1.7526059432519476,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.88, 0.11, 0.01]","[0.0, 0.0, 0.0]","[88.0, 11.0, 1.0]"
56743e,0.1917997656458983,12.372504185977458,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.46, 0.54, 0.0]","[0.0, 0.0, 0.0]","[46.0, 54.0, 0.0]"
53211n,0.4013363243958474,1.3899588696338145,"[0.5, 0.0, 0.5]","[0.28, 0.59, 0.13]","[1.0, 0.0, 1.0]","[28.0, 59.0, 13.0]"
62273n,0.07482518199657694,0.37651905167958194,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.46, 0.46, 0.08]","[0.0, 0.0, 0.0]","[46.0, 46.0, 8.0]"
88605e,0.09643129419996316,0.28630418508608474,"[1.0, 0.0, 0.0]","[0.82, 0.17, 0.01]","[2.0, 0.0, 0.0]","[82.0, 17.0, 1.0]"
47404e,0.09633341777625393,0.4124897281629659,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.21, 0.68, 0.11]","[0.0, 0.0, 0.0]","[21.0, 68.0, 11.0]"
22235n,0.12781665138193649,0.6604362865802449,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.28, 0.67, 0.05]","[0.0, 0.0, 0.0]","[28.0, 67.0, 5.0]"
120149c,0.1756259088173849,0.5353317329223751,"[0.0, 0.0, 1.0]","[0.22, 0.09, 0.69]","[0.0, 0.0, 2.0]","[22.0, 9.0, 69.0]"
123748n,0.20912977229754898,1.1090919887254818,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.82, 0.15, 0.03]","[0.0, 0.0, 0.0]","[82.0, 15.0, 3.0]"
51353e,0.17597383443345693,0.8503240746923932,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.79, 0.16, 0.05]","[0.0, 0.0, 0.0]","[79.0, 16.0, 5.0]"
19c,0.3886497814895228,1.299282475755576,"[0.25, 0.0, 0.75]","[0.08, 0.59, 0.33]","[1.0, 0.0, 3.0]","[8.0, 59.0, 33.0]"
23414c,0.04946039152373387,0.2282759902758114,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.4, 0.48, 0.12]","[0.0, 0.0, 0.0]","[40.0, 48.0, 12.0]"
46198c,0.12810909974385212,0.7998085839782979,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.45, 0.52]","[0.0, 0.0, 0.0]","[3.0, 45.0, 52.0]"
129464c,0.1141520589255285,0.6689186885651063,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.48, 0.48, 0.04]","[0.0, 0.0, 0.0]","[48.0, 48.0, 4.0]"
34776c,0.07630714131419215,0.34699059368359086,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.1, 0.6, 0.3]","[0.0, 0.0, 0.0]","[10.0, 60.0, 30.0]"
60732n,0.17086553404473814,1.08001437603383,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.7, 0.28, 0.02]","[0.0, 0.0, 0.0]","[70.0, 28.0, 2.0]"
97569e,0.22075247599535863,12.472894030884165,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.72, 0.28, 0.0]","[0.0, 0.0, 0.0]","[72.0, 28.0, 0.0]"
16996e,0.11818737760946459,0.6258243495854635,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.63, 0.32, 0.05]","[0.0, 0.0, 0.0]","[63.0, 32.0, 5.0]"
83722e,0.1606166649236276,0.7862993151226292,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.76, 0.19, 0.05]","[0.0, 0.0, 0.0]","[76.0, 19.0, 5.0]"
10547c,0.28272115210315607,1.499653808490819,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.03, 0.06, 0.91]","[0.0, 0.0, 0.0]","[3.0, 6.0, 91.0]"
141321n,0.21555782509150792,0.6665762661999605,"[0.0, 0.0, 1.0]","[0.12, 0.25, 0.63]","[0.0, 0.0, 1.0]","[12.0, 25.0, 63.0]"
91797c,0.15161680630874658,1.0121634546375213,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.02, 0.37, 0.61]","[0.0, 0.0, 0.0]","[2.0, 37.0, 61.0]"
24103n,0.06899746929589887,0.278943688091097,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.18, 0.64, 0.18]","[0.0, 0.0, 0.0]","[18.0, 64.0, 18.0]"
11297c,0.23385027660810048,12.52102400066245,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.0, 0.24, 0.76]","[0.0, 0.0, 0.0]","[0.0, 24.0, 76.0]"
98621n,0.37261328201353394,1.3332877042462252,"[0.375, 0.0, 0.625]","[0.07, 0.54, 0.39]","[3.0, 0.0, 5.0]","[7.0, 54.0, 39.0]"
110234e,0.2549195579421332,12.602728166607717,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.81, 0.19, 0.0]","[0.0, 0.0, 0.0]","[81.0, 19.0, 0.0]"
1735n,0.02008275675983775,0.08173494442436802,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.21, 0.31, 0.48]","[0.0, 0.0, 0.0]","[21.0, 31.0, 48.0]"
89995c,0.20198180736881213,0.6214883766714284,"[1.0, 0.0, 0.0]","[0.65, 0.19, 0.16]","[2.0, 0.0, 0.0]","[65.0, 19.0, 16.0]"
81842c,0.1325340665631338,0.6394698302880814,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.06, 0.71, 0.23]","[0.0, 0.0, 0.0]","[6.0, 71.0, 23.0]"
32754e,0.2094111437701393,1.2282759902577054,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.8, 0.18, 0.02]","[0.0, 0.0, 0.0]","[80.0, 18.0, 2.0]"
26495e,0.10522319836720728,0.4375628099949557,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.71, 0.15, 0.14]","[0.0, 0.0, 0.0]","[71.0, 15.0, 14.0]"
82230e,0.20873545110053368,0.6438561897020312,"[1.0, 0.0, 0.0]","[0.64, 0.34, 0.02]","[1.0, 0.0, 0.0]","[64.0, 34.0, 2.0]"
123703e,0.005911930788817701,0.023372708905206846,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.3, 0.28, 0.42]","[0.0, 0.0, 0.0]","[30.0, 28.0, 42.0]"
113668n,0.20616715833035576,12.42136835184796,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.66, 0.34, 0.0]","[0.0, 0.0, 0.0]","[66.0, 34.0, 0.0]"
13765c,0.08184623017637366,0.38188971990544407,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.09, 0.6, 0.31]","[0.0, 0.0, 0.0]","[9.0, 60.0, 31.0]"
112547n,0.114213658028265,0.6691274571149282,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.49, 0.47, 0.04]","[0.0, 0.0, 0.0]","[49.0, 47.0, 4.0]"
49396e,0.15288450334841666,0.8072645216578012,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.72, 0.24, 0.04]","[0.0, 0.0, 0.0]","[72.0, 24.0, 4.0]"
14459n,0.12656942930554013,0.711673971833414,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.34, 0.62, 0.04]","[0.0, 0.0, 0.0]","[34.0, 62.0, 4.0]"
132539e,0.25747889198771345,0.9182506338182976,"[0.5, 0.0, 0.5]","[0.5, 0.36, 0.14]","[2.0, 0.0, 2.0]","[50.0, 36.0, 14.0]"
119768n,0.16197341838849996,1.3060383443818036,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.49, 0.5, 0.01]","[0.0, 0.0, 0.0]","[49.0, 50.0, 1.0]"
136752e,0.19283842822980796,0.8772388781188485,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.83, 0.09, 0.08]","[0.0, 0.0, 0.0]","[83.0, 9.0, 8.0]"
34176n,0.144357284505436,0.9874539821012418,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.44, 0.54, 0.02]","[0.0, 0.0, 0.0]","[44.0, 54.0, 2.0]"
124037n,0.8776994414539943,4.643856189667443,"[0.0, 0.0, 1.0]","[0.69, 0.27, 0.04]","[0.0, 0.0, 1.0]","[69.0, 27.0, 4.0]"
74768e,0.06522159901804618,0.29478647811804953,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.57, 0.32, 0.11]","[0.0, 0.0, 0.0]","[57.0, 32.0, 11.0]"
70590c,0.4695320175534501,2.836501267613209,"[0.5, 0.5, 0.0]","[0.01, 0.49, 0.5]","[1.0, 1.0, 0.0]","[1.0, 49.0, 50.0]"
117089n,0.1806955466327565,1.3701972921924388,"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]","[0.32, 0.67, 0.01]","[0.0, 0.0, 0.0]","[32.0, 67.0, 1.0]"
