id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
124590c,round_1,"e,n,c","[2, 1, 2]","[2, 2, 1]",-0.49999999999999994
124839c,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
124853e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 2]",-0.49999999999999994
125013e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
125021c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
125238c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
12562n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
125700e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
12601n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
126486n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
127073c,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
127290n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
127410n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 2]",0.0
127809n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
12815n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
128160n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
128176e,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
128542e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
129081e,round_1,"e,n,c","[1, 2, 3]","[3, 2, 1]",-1.0
129081n,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
129185n,round_1,"e,n,c","[1, 1, 1]","[1, 1, 2]",
129464c,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
129601e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
129601n,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
130680e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
130869n,round_1,"e,n,c","[1, 3, 2]","[1, 1, 1]",
130928n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
131235c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
131261n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
13133n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
131623c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
132019n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
132516n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
132525n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
132539e,round_1,"e,n,c","[1, 2, 3]","[2, 3, 1]",-0.33333333333333337
133005n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
133243e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 1]",0.0
133274n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
133597n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
13387e,round_1,"e,n,c","[1, 2, 3]","[1, 1, 2]",0.816496580927726
134103n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
134217e,round_1,"e,n,c","[1, 2, 2]","[1, 1, 1]",
134356n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
134514c,round_1,"e,n,c","[1, 2, 1]","[2, 1, 1]",-0.49999999999999994
134655c,round_1,"e,n,c","[2, 1, 2]","[2, 2, 1]",-0.49999999999999994
135021n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
135247c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
135251n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
135898c,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
136097n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
136360e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
136752e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
136752n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
137319n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
13760n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
13765c,round_1,"e,n,c","[1, 1, 2]","[1, 1, 1]",
137715n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
138285n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
138448c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
138530e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
138862c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
138966n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
13911n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
139362e,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
139409e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
139635n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
13964e,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
139836n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
140005c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
140782c,round_1,"e,n,c","[1, 2, 2]","[2, 2, 1]",-0.49999999999999994
141110n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 2]",
14126e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
141293e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
141321n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
142430c,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
142604e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
142643c,round_1,"e,n,c","[2, 3, 1]","[2, 2, 1]",0.816496580927726
142729c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
14280n,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
143789n,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
14388e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
144408n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
14459n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
144753c,round_1,"e,n,c","[1, 3, 2]","[3, 2, 1]",-0.33333333333333337
144753e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
144753n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
145047e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
145495c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
15100e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
15537n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
15771c,round_1,"e,n,c","[2, 1, 3]","[2, 2, 1]",-0.816496580927726
16086n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
16494c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
16989c,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
16996e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
17179n,round_1,"e,n,c","[1, 3, 2]","[1, 1, 2]",0.0
1735n,round_1,"e,n,c","[1, 2, 1]","[2, 2, 1]",0.49999999999999994
17576n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
17660e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
17753n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
18189e,round_1,"e,n,c","[2, 3, 1]","[1, 1, 2]",-0.816496580927726
18428n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
19208c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
19578n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
19668c,round_1,"e,n,c","[1, 3, 2]","[2, 2, 1]",0.0
19768c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
19803e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
19921n,round_1,"e,n,c","[3, 2, 1]","[1, 1, 2]",-0.816496580927726
19c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
20181n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
21297n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
2133n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 1]",0.816496580927726
21340n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
21810n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
21834e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
21957n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
22235n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
22436n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
22587e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 2]",0.49999999999999994
2262n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
22938e,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
23280e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
23280n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
23414c,round_1,"e,n,c","[1, 2, 3]","[2, 1, 1]",-0.816496580927726
23583e,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
23642n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
23751c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
23751e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 1]",0.816496580927726
23769n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
23901e,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
24103n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
24126n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
24163e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
24385e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
25304n,round_1,"e,n,c","[2, 1, 3]","[2, 2, 1]",-0.816496580927726
25437n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
26142n,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
26143n,round_1,"e,n,c","[1, 1, 1]","[2, 2, 1]",
26372n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
26495e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 2]",-0.9999999999999999
27022c,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
27287c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
27335e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
28306c,round_1,"e,n,c","[2, 3, 1]","[2, 2, 1]",0.816496580927726
28456n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
28507n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 2]",0.816496580927726
28601n,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
2870n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
29844c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
30139n,round_1,"e,n,c","[2, 3, 1]","[1, 1, 2]",-0.816496580927726
30171n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
30282n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
30380c,round_1,"e,n,c","[2, 1, 3]","[2, 2, 1]",-0.816496580927726
30894c,round_1,"e,n,c","[1, 2, 1]","[2, 1, 2]",-0.9999999999999999
30894n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
31113e,round_1,"e,n,c","[1, 2, 1]","[1, 1, 2]",-0.49999999999999994
31249e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 2]",-0.816496580927726
31775c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
32754e,round_1,"e,n,c","[1, 2, 1]","[1, 1, 2]",-0.49999999999999994
32754n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 2]",0.816496580927726
32889n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
33822e,round_1,"e,n,c","[2, 3, 1]","[1, 1, 2]",-0.816496580927726
33822n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
34043c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
34094e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 2]",
34176n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
34573n,round_1,"e,n,c","[1, 3, 2]","[1, 1, 2]",0.0
3476n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
34776c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
3545n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
35700c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
35809n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
36715e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
36811c,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
37407n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 2]",-0.9999999999999999
38156n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
38475c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 1]",0.816496580927726
38477c,round_1,"e,n,c","[1, 1, 2]","[2, 2, 1]",-0.9999999999999999
38527n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
40486n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
40710n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
41052n,round_1,"e,n,c","[1, 3, 2]","[1, 1, 2]",0.0
41975c,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
42388e,round_1,"e,n,c","[1, 1, 2]","[1, 1, 2]",0.9999999999999999
42860n,round_1,"e,n,c","[1, 3, 2]","[2, 2, 1]",0.0
42983e,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
43094c,round_1,"e,n,c","[1, 1, 2]","[2, 1, 1]",-0.49999999999999994
43440n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
43891n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
44747n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 1]",-0.49999999999999994
45306n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
45443c,round_1,"e,n,c","[1, 2, 1]","[2, 1, 1]",-0.49999999999999994
45605n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 2]",-0.9999999999999999
45774c,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
45957e,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
46003n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
46059c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
46198c,round_1,"e,n,c","[1, 2, 3]","[2, 1, 1]",-0.816496580927726
46198n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
46576e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
46650n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
46820e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
47260n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
47404e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
47408n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
47798n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
48222n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
48223n,round_1,"e,n,c","[2, 1, 3]","[1, 3, 2]",-0.33333333333333337
48300c,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
48454c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
48553c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
49172n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
49227n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 2]",-0.9999999999999999
49237c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
49396e,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
49462c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
49611e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
49807n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
50480n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
50484c,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
5087e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
51353c,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
51353e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
5193n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
52171c,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
52278e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
52542n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
