id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
123267e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
123703e,round_1,"e,n,c","[1, 2, 2]","[2, 2, 1]",-0.49999999999999994
123748n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
123751n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
123891c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
124037n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
124590c,round_1,"e,n,c","[2, 1, 2]","[2, 2, 1]",-0.49999999999999994
124839c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
124853e,round_1,"e,n,c","[3, 2, 1]","[1, 3, 2]",-0.33333333333333337
125013e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
125021c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
125238c,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
12562n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
125700e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
12601n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
126486n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
127073c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
127290n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
127410n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 1]",0.816496580927726
127809n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
12815n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
128160n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
128176e,round_1,"e,n,c","[1, 3, 2]","[2, 1, 3]",-0.33333333333333337
128542e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
129081e,round_1,"e,n,c","[1, 2, 3]","[3, 2, 1]",-1.0
129081n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
129185n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
129464c,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
129601e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
129601n,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
130680e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
130869n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
130928n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
131235c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
131261n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
13133n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
131623c,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
132019n,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
132516n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
132525n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
132539e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 1]",0.49999999999999994
133005n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
133243e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 1]",0.0
133274n,round_1,"e,n,c","[1, 2, 1]","[3, 1, 2]",-0.816496580927726
133597n,round_1,"e,n,c","[1, 2, 1]","[3, 1, 2]",-0.816496580927726
13387e,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
134103n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
134217e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
134356n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
134514c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
134655c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
135021n,round_1,"e,n,c","[1, 2, 1]","[1, 1, 2]",-0.49999999999999994
135247c,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
135251n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
135898c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
136097n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
136360e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 2]",0.0
136752e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 2]",0.9999999999999999
136752n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
137319n,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
13760n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
13765c,round_1,"e,n,c","[2, 1, 3]","[1, 2, 1]",-0.816496580927726
137715n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
138285n,round_1,"e,n,c","[2, 1, 2]","[1, 1, 2]",0.49999999999999994
138448c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
138530e,round_1,"e,n,c","[3, 2, 1]","[1, 2, 2]",-0.816496580927726
138862c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
138966n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
13911n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
139362e,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
139409e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
139635n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
13964e,round_1,"e,n,c","[1, 1, 1]","[1, 1, 2]",
139836n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
140005c,round_1,"e,n,c","[1, 1, 1]","[2, 2, 1]",
140782c,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
141110n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
14126e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
141293e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
141321n,round_1,"e,n,c","[3, 1, 2]","[2, 2, 1]",0.0
142430c,round_1,"e,n,c","[2, 3, 1]","[3, 2, 1]",0.33333333333333337
142604e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
142643c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
142729c,round_1,"e,n,c","[1, 2, 2]","[2, 2, 1]",-0.49999999999999994
14280n,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
143789n,round_1,"e,n,c","[1, 3, 2]","[2, 2, 1]",0.0
14388e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
144408n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
14459n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
144753c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
144753e,round_1,"e,n,c","[1, 3, 2]","[1, 2, 3]",0.33333333333333337
144753n,round_1,"e,n,c","[1, 1, 1]","[1, 1, 2]",
145047e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
145495c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
15100e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
15537n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
15771c,round_1,"e,n,c","[2, 1, 3]","[2, 2, 1]",-0.816496580927726
16086n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
16494c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
16989c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
16996e,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
17179n,round_1,"e,n,c","[1, 3, 2]","[1, 1, 2]",0.0
1735n,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
17576n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
17660e,round_1,"e,n,c","[1, 2, 1]","[1, 1, 2]",-0.49999999999999994
17753n,round_1,"e,n,c","[1, 1, 2]","[1, 1, 2]",0.9999999999999999
18189e,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
18428n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
19208c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
19578n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
19668c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
19768c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
19803e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
19921n,round_1,"e,n,c","[3, 2, 1]","[1, 1, 2]",-0.816496580927726
19c,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
20181n,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
21297n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
2133n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 1]",0.49999999999999994
21340n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
21810n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
21834e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
21957n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
22235n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
22436n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 2]",-0.49999999999999994
22587e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 2]",0.0
2262n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
22938e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 3]",0.33333333333333337
23280e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
23280n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
23414c,round_1,"e,n,c","[2, 1, 3]","[3, 1, 2]",0.33333333333333337
23583e,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
23642n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
23751c,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
23751e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 1]",0.816496580927726
23769n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
23901e,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
24103n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
24126n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
24163e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
24385e,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
25304n,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
25437n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
26142n,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
26143n,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
26372n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
26495e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
27022c,round_1,"e,n,c","[3, 1, 2]","[1, 3, 2]",-1.0
27287c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
27335e,round_1,"e,n,c","[2, 3, 1]","[1, 2, 3]",-0.33333333333333337
28306c,round_1,"e,n,c","[2, 3, 1]","[2, 3, 1]",1.0
28456n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
28507n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 2]",0.49999999999999994
28601n,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
2870n,round_1,"e,n,c","[2, 2, 1]","[2, 1, 3]",-0.816496580927726
29844c,round_1,"e,n,c","[2, 2, 1]","[2, 1, 1]",0.49999999999999994
30139n,round_1,"e,n,c","[2, 2, 1]","[1, 1, 2]",-0.9999999999999999
30171n,round_1,"e,n,c","[1, 2, 3]","[3, 1, 2]",-0.33333333333333337
30282n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
30380c,round_1,"e,n,c","[2, 1, 3]","[2, 3, 1]",-1.0
30894c,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
30894n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
31113e,round_1,"e,n,c","[1, 3, 2]","[1, 1, 2]",0.0
31249e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 2]",-0.9999999999999999
31775c,round_1,"e,n,c","[3, 1, 2]","[2, 1, 2]",0.816496580927726
32754e,round_1,"e,n,c","[2, 3, 1]","[1, 1, 2]",-0.816496580927726
32754n,round_1,"e,n,c","[1, 3, 2]","[1, 3, 2]",1.0
32889n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
33822e,round_1,"e,n,c","[2, 3, 1]","[1, 1, 2]",-0.816496580927726
33822n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 2]",-0.49999999999999994
34043c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
34094e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
34176n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
34573n,round_1,"e,n,c","[1, 2, 2]","[1, 1, 1]",
3476n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
34776c,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
3545n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
35700c,round_1,"e,n,c","[1, 1, 2]","[2, 2, 1]",-0.9999999999999999
35809n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
36715e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
36811c,round_1,"e,n,c","[1, 2, 1]","[2, 1, 2]",-0.9999999999999999
37407n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
38156n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
38475c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
38477c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
38527n,round_1,"e,n,c","[1, 2, 3]","[1, 2, 3]",1.0
40486n,round_1,"e,n,c","[2, 1, 3]","[1, 1, 2]",0.816496580927726
40710n,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
41052n,round_1,"e,n,c","[2, 1, 3]","[1, 1, 2]",0.816496580927726
41975c,round_1,"e,n,c","[1, 3, 2]","[2, 1, 2]",-0.816496580927726
42388e,round_1,"e,n,c","[2, 1, 3]","[1, 1, 2]",0.816496580927726
42860n,round_1,"e,n,c","[2, 2, 1]","[2, 2, 1]",0.9999999999999999
42983e,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
43094c,round_1,"e,n,c","[1, 1, 2]","[2, 1, 1]",-0.49999999999999994
43440n,round_1,"e,n,c","[3, 2, 1]","[3, 1, 2]",0.33333333333333337
43891n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
44747n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 1]",
45306n,round_1,"e,n,c","[1, 2, 3]","[2, 1, 2]",0.0
45443c,round_1,"e,n,c","[1, 1, 1]","[2, 1, 1]",
45605n,round_1,"e,n,c","[3, 2, 1]","[2, 1, 2]",0.0
45774c,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
45957e,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
46003n,round_1,"e,n,c","[2, 3, 1]","[2, 1, 3]",-1.0
46059c,round_1,"e,n,c","[3, 2, 1]","[2, 3, 1]",0.33333333333333337
46198c,round_1,"e,n,c","[1, 2, 2]","[2, 1, 1]",-0.9999999999999999
46198n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
46576e,round_1,"e,n,c","[1, 2, 3]","[1, 2, 2]",0.816496580927726
46650n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
46820e,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
47260n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 2]",0.49999999999999994
47404e,round_1,"e,n,c","[2, 1, 3]","[2, 1, 3]",1.0
47408n,round_1,"e,n,c","[3, 1, 2]","[1, 2, 3]",-0.33333333333333337
47798n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
48222n,round_1,"e,n,c","[1, 1, 2]","[1, 1, 2]",0.9999999999999999
48223n,round_1,"e,n,c","[2, 1, 3]","[1, 3, 2]",-0.33333333333333337
48300c,round_1,"e,n,c","[3, 2, 1]","[1, 1, 2]",-0.816496580927726
48454c,round_1,"e,n,c","[1, 2, 1]","[3, 1, 2]",-0.816496580927726
48553c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
49172n,round_1,"e,n,c","[2, 3, 1]","[1, 2, 2]",0.0
49227n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 2]",0.9999999999999999
49237c,round_1,"e,n,c","[1, 2, 3]","[2, 2, 1]",-0.816496580927726
49396e,round_1,"e,n,c","[1, 2, 1]","[1, 1, 2]",-0.49999999999999994
49462c,round_1,"e,n,c","[2, 3, 1]","[2, 1, 2]",-0.816496580927726
49611e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
49807n,round_1,"e,n,c","[3, 1, 2]","[2, 1, 3]",0.33333333333333337
50480n,round_1,"e,n,c","[3, 1, 2]","[1, 1, 2]",0.0
50484c,round_1,"e,n,c","[2, 1, 3]","[2, 2, 1]",-0.816496580927726
5087e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 2]",0.49999999999999994
51353c,round_1,"e,n,c","[3, 2, 1]","[2, 2, 1]",0.816496580927726
51353e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
5193n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
52171c,round_1,"e,n,c","[3, 2, 1]","[1, 2, 3]",-1.0
52278e,round_1,"e,n,c","[3, 1, 2]","[1, 2, 2]",-0.816496580927726
52542n,round_1,"e,n,c","[2, 3, 1]","[3, 1, 2]",-0.33333333333333337
