id,round,labels,llm_ranks,chaosnli_ranks,kendall_tau
107468n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
108027n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
108624c,round_1,"e,n,c","[1, 1, 2]","[1, 3, 2]",0.0
10916n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
109278n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 2]",0.49999999999999994
109679n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
109876n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
110061n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
110234e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
111243n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
111338c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
111338e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
111680e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
111693e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
112349c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
112402c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
112547n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
11297c,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
113039e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
11303n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
113193n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
11362e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
113644n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
113668n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
113967e,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
114458e,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
114492n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
114971e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 1]",
115247c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
11534n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
115821n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
11601n,round_1,"e,n,c","[2, 1, 3]","[3, 2, 1]",-0.33333333333333337
116059n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
116176c,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
11618c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
117089n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
117093n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
117177n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
117576e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
117680c,round_1,"e,n,c","[1, 1, 2]","[2, 3, 1]",-0.816496580927726
117892n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
118403n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
118415n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
118460n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
118999n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
11971n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
119768n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
120070n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
120149c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
120323n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
120896n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
120955n,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
121360c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
121422c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
121910c,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
121910e,round_1,"e,n,c","[2, 1, 2]","[2, 3, 1]",-0.816496580927726
122062n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
122322e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
122645n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
122928e,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
123027n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
123038e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
123267e,round_1,"e,n,c","[3, 2, 1]","[2, 1, 3]",-0.33333333333333337
123703e,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
123748n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
123751n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
123891c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
124037n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
124590c,round_1,"e,n,c","[1, 2, 1]","[3, 2, 1]",0.0
124839c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
124853e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
125013e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
125021c,round_1,"e,n,c","[1, 1, 1]","[2, 1, 1]",
125238c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
12562n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
125700e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
12601n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
126486n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
127073c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
127290n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
127410n,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
127809n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
12815n,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
128160n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
128176e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
128542e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
129081e,round_1,"e,n,c","[2, 1, 3]","[1, 2, 3]",0.33333333333333337
129081n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
129185n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
129464c,round_1,"e,n,c","[2, 1, 1]","[1, 1, 2]",-0.49999999999999994
129601e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
129601n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
130680e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
130869n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
130928n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
131235c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
131261n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
13133n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
131623c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
132019n,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
132516n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
132525n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
132539e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
133005n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
133243e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
133274n,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
133597n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
13387e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
134103n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
134217e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
134356n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
134514c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
134655c,round_1,"e,n,c","[2, 2, 1]","[3, 2, 1]",0.816496580927726
135021n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
135247c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
135251n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
135898c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 1]",0.9999999999999999
136097n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
136360e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
136752e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
136752n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
137319n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
13760n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
13765c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
137715n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
138285n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
138448c,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
138530e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
138862c,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
138966n,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
13911n,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
139362e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
139409e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
139635n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
13964e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
139836n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
140005c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
140782c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
141110n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
14126e,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
141293e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
141321n,round_1,"e,n,c","[3, 1, 2]","[3, 2, 1]",0.33333333333333337
142430c,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
142604e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
142643c,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
142729c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
14280n,round_1,"e,n,c","[1, 2, 2]","[3, 1, 2]",-0.816496580927726
143789n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
14388e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
144408n,round_1,"e,n,c","[1, 2, 2]","[3, 2, 1]",-0.816496580927726
14459n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
144753c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
144753e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
144753n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
145047e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
145495c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
15100e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
15537n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
15771c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
16086n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
16494c,round_1,"e,n,c","[2, 1, 1]","[2, 2, 1]",0.49999999999999994
16989c,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
16996e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
17179n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
1735n,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
17576n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
17660e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
17753n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
18189e,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
18428n,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
19208c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
19578n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
19668c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
19768c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
19803e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
19921n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
19c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
20181n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
21297n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
2133n,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
21340n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
21810n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
21834e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
21957n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
22235n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
22436n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
22587e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
2262n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
22938e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
23280e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
23280n,round_1,"e,n,c","[1, 2, 1]","[2, 1, 3]",-0.816496580927726
23414c,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
23583e,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
23642n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
23751c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
23751e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
23769n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
23901e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
24103n,round_1,"e,n,c","[2, 1, 3]","[2, 1, 2]",0.816496580927726
24126n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
24163e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
24385e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
25304n,round_1,"e,n,c","[1, 1, 1]","[2, 3, 1]",
25437n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
26142n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
26143n,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
26372n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
26495e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
27022c,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
27287c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
27335e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
28306c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
28456n,round_1,"e,n,c","[3, 1, 2]","[3, 1, 2]",1.0
28507n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
28601n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
2870n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
29844c,round_1,"e,n,c","[2, 2, 1]","[3, 1, 2]",0.0
30139n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
30171n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
30282n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
30380c,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
30894c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
30894n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
31113e,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
31249e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
31775c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
32754e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
32754n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
32889n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
33822e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
33822n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
34043c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
34094e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
34176n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
34573n,round_1,"e,n,c","[2, 1, 1]","[1, 3, 2]",-0.816496580927726
3476n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
34776c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
3545n,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
35700c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
35809n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
36715e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
36811c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
37407n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
38156n,round_1,"e,n,c","[1, 2, 2]","[2, 1, 3]",0.0
38475c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
38477c,round_1,"e,n,c","[1, 1, 2]","[3, 2, 1]",-0.816496580927726
38527n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
40486n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
40710n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
41052n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
41975c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
42388e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
42860n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
42983e,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
43094c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
43440n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
43891n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 1]",
44747n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
45306n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
45443c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
45605n,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
45774c,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
45957e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
46003n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
46059c,round_1,"e,n,c","[3, 1, 2]","[2, 3, 1]",-0.33333333333333337
46198c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
46198n,round_1,"e,n,c","[2, 1, 1]","[3, 1, 2]",0.816496580927726
46576e,round_1,"e,n,c","[1, 2, 1]","[1, 2, 3]",0.0
46650n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
46820e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
47260n,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
47404e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
47408n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
47798n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
48222n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
48223n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
48300c,round_1,"e,n,c","[2, 1, 1]","[1, 3, 2]",-0.816496580927726
48454c,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
48553c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
49172n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
49227n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
49237c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
49396e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
49462c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
49611e,round_1,"e,n,c","[2, 1, 1]","[2, 1, 3]",0.0
49807n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
50480n,round_1,"e,n,c","[1, 1, 1]","[1, 2, 3]",
50484c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
5087e,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
51353c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
51353e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
5193n,round_1,"e,n,c","[1, 1, 2]","[1, 2, 3]",0.816496580927726
52171c,round_1,"e,n,c","[2, 1, 2]","[1, 2, 2]",-0.49999999999999994
52278e,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
52542n,round_1,"e,n,c","[1, 1, 2]","[2, 1, 3]",0.816496580927726
52761e,round_1,"e,n,c","[2, 1, 2]","[1, 2, 3]",0.0
52854n,round_1,"e,n,c","[2, 2, 1]","[1, 2, 3]",-0.816496580927726
53074n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
53211n,round_1,"e,n,c","[2, 1, 2]","[2, 1, 3]",0.816496580927726
53468n,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
53499c,round_1,"e,n,c","[1, 1, 1]","[2, 3, 1]",
53619c,round_1,"e,n,c","[2, 1, 1]","[3, 2, 1]",0.816496580927726
53866e,round_1,"e,n,c","[1, 2, 2]","[1, 2, 3]",0.816496580927726
54327n,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
54383c,round_1,"e,n,c","[1, 1, 1]","[3, 2, 1]",
54458n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
54811c,round_1,"e,n,c","[2, 1, 2]","[3, 1, 2]",0.816496580927726
55572n,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
55888c,round_1,"e,n,c","[1, 1, 2]","[3, 1, 2]",0.0
56124n,round_1,"e,n,c","[2, 1, 1]","[2, 3, 1]",0.0
56163c,round_1,"e,n,c","[2, 1, 2]","[3, 2, 1]",0.0
56582n,round_1,"e,n,c","[2, 1, 1]","[1, 2, 3]",-0.816496580927726
56743e,round_1,"e,n,c","[1, 1, 1]","[2, 1, 3]",
56895c,round_1,"e,n,c","[2, 1, 2]","[1, 3, 2]",-0.816496580927726
57454c,round_1,"e,n,c","[1, 1, 1]","[3, 1, 2]",
